cbsa_code,cbsa_name,year,topmetro,metrosize,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Employment-to-Population Ratio,Median Earnings,Relative Income Poverty Rate
34940,"Naples-Marco Island, FL Metropolitan Statistical Area",2017,1,Midsized,23465,147681,18899644416,47742.352,127976.15,50713.07,0.737403572,30936.11523,0.24864544
34940,"Naples-Marco Island, FL Metropolitan Statistical Area",2018,1,Midsized,23132,152234.33,19887501312,49035.32,130637.44,52584.477,0.73024708,30503.45117,0.222438484
34940,"Naples-Marco Island, FL Metropolitan Statistical Area",2019,1,Midsized,22674,156419.09,20062113792,49667.836,128258.73,52122.656,0.740555763,31724.36914,0.214050576
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2009,1,Very Large,74670,780133.94,98484543488,50050.633,126240.56,60433.09,0.720101774,34433.00391,0.254797876
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2010,1,Very Large,68233,781599.31,99765067776,50913.813,127642.21,60433.238,0.695171237,33442.83594,0.277305543
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2011,1,Very Large,71708,797500.31,103000000000,50490.457,129152.59,61509.191,0.70312804,33943.5,0.269233584
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2012,1,Very Large,70895,821319.31,109000000000,52167.637,132436.08,63848.168,0.7095474,32959.84375,0.271596938
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2013,1,Very Large,77095,848253.31,111000000000,51482.387,130858.36,63977.098,0.728251517,32462.01953,0.260401309
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2014,1,Very Large,73194,879832,116000000000,51960.133,131308.88,65331.945,0.73555851,32021.57617,0.258566678
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2015,1,Very Large,82925,897328.75,123000000000,54609.863,137089.97,68164.648,0.750677168,33035.11328,0.257817358
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2016,1,Very Large,86388,932751.25,127000000000,54467.383,136298.61,69045.297,0.750935674,34990.89844,0.241291136
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2017,1,Very Large,89673,968112.81,132000000000,54812.676,136519.61,70506.977,0.774947703,36479.56641,0.251989573
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2018,1,Very Large,93234,999010.94,138000000000,55752.578,138319.53,72547.297,0.771510124,35527.50781,0.249788687
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",2019,1,Very Large,98822,1032823.2,141000000000,56467.988,136111.2,72676.195,0.782050312,37111.79688,0.248404101
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2009,1,Large,30406,364106,54240686080,55676.859,148969.5,63068.734,0.730444074,40576.99219,0.28401047
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2010,1,Large,26621,361492.31,53410701312,55741.031,147750.59,61863.98,0.727254927,39068.58594,0.287494481
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2011,1,Large,27253,364867.88,52207386624,55214.043,143085.73,60434.238,0.72297585,39574.73828,0.285356253
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2012,1,Large,26776,367292.38,53335027712,55493.051,145211.38,61689.941,0.705545545,38343.30859,0.28853038
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2013,1,Large,26369,370814.19,53688532992,55268.242,144785.55,62224.488,0.711584032,38131.375,0.275126189
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2014,1,Large,28046,379076.13,52050079744,54957.012,137307.73,60320.992,0.710382581,37633.25391,0.270150632
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2015,1,Large,26759,379316.81,54735310848,56425.871,144299.72,63631.945,0.730873406,39099.50391,0.265042216
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2016,1,Large,29846,382320.59,55382052864,56374.375,144857.63,64555.293,0.735164285,41864.28516,0.277631789
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2017,1,Large,30042,385550.13,55242166272,56150.816,143281.41,64403.723,0.732382178,41745.67969,0.264531791
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2018,1,Large,28253,387928.03,56073256960,55605.324,144545.52,65431.918,0.736303687,40902.78516,0.276777238
35300,"New Haven-Milford, CT Metropolitan Statistical Area",2019,1,Large,28037,389949.53,56201388032,56329.84,144124.77,65751.305,0.737314105,40130.72266,0.275777906
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2009,1,Very Large,54025,538350.88,73835921408,51820.625,137152.05,63224.242,0.694543302,34251.88281,0.260339856
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2010,1,Very Large,51785,540116.19,80222330880,52066.566,148527.92,67113.461,0.682262599,32996.21875,0.264998853
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2011,1,Very Large,52988,545396.06,78748786688,51637.004,144388.25,64866.777,0.675479352,31480.15039,0.276189923
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2012,1,Very Large,52679,551986.56,78366253056,50958.633,141971.31,63874.063,0.683158696,32946.98828,0.273931175
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2013,1,Very Large,50492,559345.56,75344551936,50577.91,134701.27,60782.129,0.675282776,32460.98047,0.264448673
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2014,1,Very Large,54231,568508.13,77559750656,50905.582,136426.8,62102.199,0.689694166,32058.55469,0.241111115
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2015,1,Very Large,53657,578127.56,77195550720,51853.535,133526.86,61252.652,0.696927905,32802.11719,0.255590647
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2016,1,Very Large,55167,576830.56,74447953920,51270.148,129063.82,58730.824,0.697162092,33039.39844,0.253967404
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2017,1,Very Large,55787,573408,76801245184,51387.578,133938.22,60457.902,0.690936923,33189.75781,0.252052099
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2018,1,Very Large,51470,575000.25,79757025280,51757.07,138707.8,62794.23,0.694016635,32988.97656,0.259742111
35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",2019,1,Very Large,54111,580082.19,80051593216,52269.547,138000.42,63006.453,0.715423644,34958.10547,0.245809227
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2009,1,Very Large,863785,8240260,1500000000000,73299.797,181746.42,79660.922,0.700784147,43068.85547,0.271722078
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2010,1,Very Large,835561,8242722.5,1540000000000,75043.445,187052.45,81476.945,0.685351551,41125.64063,0.262849212
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2011,1,Very Large,843902,8337123,1550000000000,74845.797,186093.88,81431.055,0.687682688,40643.07031,0.267103255
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2012,1,Very Large,863822,8454942,1600000000000,74494.336,189243.67,83554.578,0.694416463,42033.47656,0.277899146
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2013,1,Very Large,875954,8593134,1600000000000,73827.195,185992.3,83128.016,0.70048964,40597.85156,0.276108831
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2014,1,Very Large,911746,8758909,1640000000000,75739.148,187320.08,85095.453,0.712083161,41568.94531,0.278012246
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2015,1,Very Large,942733,8939388,1700000000000,77191.281,190473.59,88127.953,0.718145847,42556.03125,0.27390027
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2016,1,Very Large,972020,9088549,1710000000000,76806.875,188093.98,88415.875,0.719905019,42128.02734,0.26197117599999997
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2017,1,Very Large,991891,9228295,1750000000000,78198.148,189850.25,90670.688,0.732876956,41688.33203,0.252580196
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2018,1,Very Large,1007988,9386798,1810000000000,78829.57,192777.42,93873.32,0.739666581,46167.79688,0.273974448
35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",2019,1,Very Large,1044155,9534755,1820000000000,80060.766,190941.72,94742.156,0.752051711,45211.35156,0.260082483
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2009,1,Large,44117,251398.05,26995460096,42678.168,107381.35,38676.941,0.667365611,29954.64453,0.255157441
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2010,1,Large,37701,241376.66,27412391936,42669.453,113566.88,38973.82,0.648487508,28394.82813,0.274105161
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2011,1,Large,35525,243206.06,27105830912,42436.512,111452.12,38189.328,0.672548413,30481.42188,0.264446527
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2012,1,Large,34275,249927.53,27373441024,42081.973,109525.52,38003.836,0.68188566,27450.34961,0.272232234
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2013,1,Large,36911,258667.42,28631298048,42079.156,110687.69,39124.699,0.657863438,27900.4707,0.243432716
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2014,1,Large,39726,270765.22,29588017152,42406.59,109275.55,39597.043,0.700490177,30104.85742,0.242613658
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2015,1,Large,42081,282476.59,31738851328,43827.738,112359.22,41363.844,0.679925799,31630.46094,0.249102935
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2016,1,Large,45292,290104.44,32372957184,44461.238,111590.7,41064.66,0.699058414,31374.33398,0.249287218
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2017,1,Large,44444,296062.22,33020377088,44987.094,111531.88,41009.625,0.702071011,30960.64844,0.235098153
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2018,1,Large,45566,303857.44,34412142592,45894.859,113250.95,41929.418,0.726894796,30521.38867,0.224003166
35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",2019,1,Large,43454,311267.19,34358296576,45928.043,110382.01,41049.586,0.714613974,31452.86523,0.253087789
35980,"Norwich-New London, CT Metropolitan Statistical Area",2009,1,Midsized,9365,136605.72,18687383552,55017.367,136797.97,68294.352,0.746036589,40668.95703,0.282068938
35980,"Norwich-New London, CT Metropolitan Statistical Area",2010,1,Midsized,8248,134493.8,18612029440,54698.852,138385.78,67926.125,0.749555945,40087.28516,0.273884892
35980,"Norwich-New London, CT Metropolitan Statistical Area",2011,1,Midsized,8840,133894.17,18034583552,54349.012,134692.83,66051.797,0.734318316,38683.41406,0.276198566
35980,"Norwich-New London, CT Metropolitan Statistical Area",2012,1,Midsized,7827,132697.05,17921126400,54055.859,135052.94,65383.855,0.755289137,35141.31641,0.271262527
35980,"Norwich-New London, CT Metropolitan Statistical Area",2013,1,Midsized,7401,132039.61,17536854016,53378.414,132815.11,64243.211,0.759456933,34522.19531,0.277941287
35980,"Norwich-New London, CT Metropolitan Statistical Area",2014,1,Midsized,7775,130442.83,17069095936,54321.539,130855,62878.402,0.772611678,38262.07422,0.281346887
35980,"Norwich-New London, CT Metropolitan Statistical Area",2015,1,Midsized,7104,130043.77,17356294144,55107.742,133465.03,64369.352,0.727581203,36577.1875,0.287486523
35980,"Norwich-New London, CT Metropolitan Statistical Area",2016,1,Midsized,7860,131372.17,18113284096,55504.531,137877.63,67485.398,0.772735238,37066.42969,0.284865677
35980,"Norwich-New London, CT Metropolitan Statistical Area",2017,1,Midsized,7608,132756.89,18267652096,55881.141,137602.3,68310.969,0.748613954,40213.89063,0.260387242
35980,"Norwich-New London, CT Metropolitan Statistical Area",2018,1,Midsized,7909,132948.67,18336659456,55968.27,137922.84,68861.031,0.754876494,38281.98047,0.286026835
35980,"Norwich-New London, CT Metropolitan Statistical Area",2019,1,Midsized,7591,131421.47,18348701696,56598.582,139617.23,69186.602,0.788694382,39871.75781,0.270116836
36100,"Ocala, FL Metropolitan Statistical Area",2009,1,Midsized,13987,94666.156,9247120384,38022.086,97681.375,27947.053,0.634125888,27886.67383,0.223712713
36100,"Ocala, FL Metropolitan Statistical Area",2010,1,Midsized,11007,92106.07,9056791552,37672.781,98330.016,27334.574,0.571772337,26441.20898,0.266977668
36100,"Ocala, FL Metropolitan Statistical Area",2011,1,Midsized,11311,91919.5,8822674432,37263.496,95982.617,26551.447,0.571876228,24921.46289,0.26287213
36100,"Ocala, FL Metropolitan Statistical Area",2012,1,Midsized,11016,93398.992,8834400256,36937.781,94587.758,26460.363,0.593660355,26319.54102,0.240669474
36100,"Ocala, FL Metropolitan Statistical Area",2013,1,Midsized,11337,94830.82,8948007936,37037.133,94357.594,26703.855,0.582486093,24926.24609,0.205942303
36100,"Ocala, FL Metropolitan Statistical Area",2014,1,Midsized,11398,97602.148,8943420416,36916.004,91631.391,26459.432,0.620307803,24595.61133,0.243839726
36100,"Ocala, FL Metropolitan Statistical Area",2015,1,Midsized,12627,99904.93,9235646464,37859.027,92444.344,26990.449,0.567641914,27131.93555,0.2123743
36100,"Ocala, FL Metropolitan Statistical Area",2016,1,Midsized,13520,103143.23,9699402752,38828.469,94038.188,27914.439,0.6287148,25728.07617,0.255432487
36100,"Ocala, FL Metropolitan Statistical Area",2017,1,Midsized,12935,104534.34,9775256576,38235.008,93512.391,27665.377,0.598095238,28779.99414,0.239873633
36100,"Ocala, FL Metropolitan Statistical Area",2018,1,Midsized,13442,107095.84,10157338624,38483.184,94843.438,28288.535,0.597368538,27716.07227,0.223755702
36100,"Ocala, FL Metropolitan Statistical Area",2019,1,Midsized,14161,109495.09,10224267264,39137.441,93376.492,27967.326,0.639669597,29927.4375,0.207488522
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2009,1,Large,24544,219483.66,23402991616,42430,106627.48,39748.75,0.725624859,32556.69141,0.281523168
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2010,1,Large,22297,217477,23856316416,42424.066,109695.81,39777.762,0.734515846,33404.33594,0.289733231
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2011,1,Large,22641,221360.67,24422733824,41641.094,110330.05,40328.762,0.729914486,31457.93359,0.295246899
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2012,1,Large,21046,225839.42,24232593408,41286.188,107300.11,39583.777,0.74861598,33018.375,0.277578622
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2013,1,Large,21187,231953.44,24608407552,41077.156,106092.02,39612.777,0.740482986,30446.34961,0.297876298
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2014,1,Large,22527,238174.48,25434265600,41641.898,106788.38,40322.758,0.747846127,31906.02344,0.275670528
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2015,1,Large,23146,247375.77,26283311104,42689.063,106248.53,41046.254,0.74910444,31633.66406,0.279394567
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2016,1,Large,23799,254791.5,27365144576,43358.332,107402.12,41940.465,0.752960622,32529.22852,0.257272184
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2017,1,Large,23450,262333.63,28206565376,43760.348,107521.73,42477.207,0.780603051,34373.10938,0.275408536
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2018,1,Large,24744,269704.22,30320627712,44526.504,112421.77,45008.801,0.770151317,35496.51953,0.281708777
36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",2019,1,Large,25131,276484.69,30640861184,45147.023,110822.99,44805.488,0.79989326,35971.41016,0.257926136
36420,"Oklahoma City, OK Metropolitan Statistical Area",2009,1,Very Large,60476,578158.13,62746013696,45296.93,108527.43,50692.379,0.718217194,29945.02539,0.270914733
36420,"Oklahoma City, OK Metropolitan Statistical Area",2010,1,Very Large,55644,576052.69,63910334464,45702.504,110945.3,50811.488,0.703891933,29966.12695,0.270945489
36420,"Oklahoma City, OK Metropolitan Statistical Area",2011,1,Very Large,57264,589300.38,66082603008,46483.844,112137.38,51746.492,0.700767696,29295.27734,0.269392967
36420,"Oklahoma City, OK Metropolitan Statistical Area",2012,1,Very Large,54466,605083.19,69775794176,47049.199,115316.03,53762.309,0.722841561,31353.31445,0.262212127
36420,"Oklahoma City, OK Metropolitan Statistical Area",2013,1,Very Large,53257,616231.06,71124901888,47571.926,115419.2,53876.457,0.72328794,31632.95898,0.26815936
36420,"Oklahoma City, OK Metropolitan Statistical Area",2014,1,Very Large,54366,625754.25,74686791680,48440.945,119354.83,55892.578,0.713472903,31984.45508,0.269915938
36420,"Oklahoma City, OK Metropolitan Statistical Area",2015,1,Very Large,58162,634405.56,75786461184,49089.52,119460.59,55841.211,0.712676167,31928.45508,0.252461255
36420,"Oklahoma City, OK Metropolitan Statistical Area",2016,1,Very Large,57893,631030,75529314304,48106.5,119692.12,55011.027,0.711257637,32403.74414,0.271371126
36420,"Oklahoma City, OK Metropolitan Statistical Area",2017,1,Very Large,58226,636143.75,76798296064,48833.051,120724.75,55590.836,0.723164141,32444.00977,0.272552401
36420,"Oklahoma City, OK Metropolitan Statistical Area",2018,1,Very Large,61533,649847.25,77453500416,49449.371,119187.24,55577.801,0.744676709,30685.11328,0.231078655
36420,"Oklahoma City, OK Metropolitan Statistical Area",2019,1,Very Large,68380,661678,79775055872,49775.18,120564.77,56620.219,0.737694383,34945.8125,0.248433426
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2009,1,Midsized,8956,101957.96,11689483264,48191.789,114650.04,46769.906,0.707847476,38451.60938,0.270657748
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2010,1,Midsized,8816,101004.55,11661340672,47732.008,115453.63,46092.074,0.697360873,40992.67188,0.268257856
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2011,1,Midsized,8693,100176.34,11385564160,47428.578,113655.23,44407.898,0.708515286,40339.45313,0.301292092
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2012,1,Midsized,8639,101829.13,11288543232,46424.012,110857.7,43664.852,0.701852202,33144.81641,0.247855544
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2013,1,Midsized,8444,103558.61,11580820480,47318.801,111828.66,44226.586,0.679578602,38115.21875,0.293548137
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2014,1,Midsized,7649,106858.63,11737242624,47388.188,109838.98,44306.695,0.720963955,37625.69531,0.291761726
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2015,1,Midsized,9863,110192.43,12202264576,49204.953,110735.96,45534.578,0.702047586,37256.68359,0.292098433
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2016,1,Midsized,10166,114033.87,12601805824,49855.453,110509.32,46040.047,0.700544357,38249.42188,0.282134473
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2017,1,Midsized,8856,117074.91,12967417856,50451.277,110761.73,46267.758,0.733076215,39689.80469,0.268584579
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2018,1,Midsized,9740,120792.3,13579516928,52095.246,112420.38,47471.535,0.731045663,41521.74219,0.230265468
36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",2019,1,Midsized,10806,122453.8,13621783552,54018.223,111240.19,46885.012,0.728380799,39019.76172,0.247665703
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2009,1,Large,39192,469491,53469327360,47350.82,113887.87,62447.168,0.789298356,34475.58203,0.260846794
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2010,1,Large,35545,467785.53,54785138688,46986.691,117115.94,63140.449,0.774066806,33458.07813,0.26936245
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2011,1,Large,35531,469499.13,57401262080,46801.367,122260.63,65524.906,0.780206442,34040.65625,0.256901503
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2012,1,Large,35844,480480.5,57918423040,47048.953,120542.71,65477.469,0.777833343,33010.68359,0.275211722
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2013,1,Large,35111,484868.97,58539880448,47420.609,120733.4,65490.813,0.791606009,32494.58203,0.251679003
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2014,1,Large,37960,494316.38,60205322240,47905.512,121795.12,66647.836,0.791067183,35058.38672,0.270063281
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2015,1,Large,39357,501171.13,61718388736,49806.93,123148.34,67594.148,0.79254818,37017.11719,0.268098712
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2016,1,Large,42048,505879.13,62144958464,49905.848,122845.48,67297.891,0.783109546,36818.99609,0.26546976
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2017,1,Large,42448,509184.94,63073538048,50216.543,123871.57,67676.414,0.810652196,37578.78516,0.251839101
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2018,1,Large,43584,512103.59,65426329600,50708.223,127759.95,69530.727,0.801169276,36799.55469,0.255616635
36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",2019,1,Large,42031,516647.69,65699672064,51678.211,127165.33,69198.195,0.804520786,39076.57813,0.243163392
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2009,1,Very Large,109040,995295.69,103000000000,45192.031,103881.52,48956.867,0.701889038,30334.94531,0.247931719
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2010,1,Very Large,97599,988447.31,105000000000,44883.699,106178.24,49062.039,0.682653904,28390.93555,0.251888722
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2011,1,Very Large,99349,1002944.3,105000000000,44348.93,104568.57,48195.699,0.688961565,28441.31836,0.256250143
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2012,1,Very Large,102313,1035799.4,106000000000,44368.707,102802.66,47843.824,0.692525029,27483.25195,0.250360668
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2013,1,Very Large,106710,1068048.8,109000000000,44183.184,102314.29,48136.336,0.696302593,29015.53125,0.254887879
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2014,1,Very Large,111765,1109956.9,114000000000,44760.086,102541.98,48966.449,0.69961524,27942.54883,0.241405129
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2015,1,Very Large,125454,1154585.9,121000000000,46305.59,104573.34,50549.898,0.710257828,30421.71289,0.234176397
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2016,1,Very Large,135866,1201211.8,126000000000,46782.352,104881.82,51305.648,0.711349905,31474.77539,0.233844966
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2017,1,Very Large,132716,1239039.6,132000000000,47386.578,106505.46,52413.098,0.728600025,30938.67773,0.220219955
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2018,1,Very Large,131284,1281977.6,139000000000,48054.293,108403.71,53972.77,0.735312223,30502.49414,0.213448465
36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",2019,1,Very Large,133295,1315645.5,141000000000,48735.734,106833.06,53890.535,0.744521618,31397.64258,0.229107037
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2009,1,Large,52948,312088.63,48480317440,54763.965,155341.52,59475.566,0.719617307,37026.92578,0.285440981
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2010,1,Large,48960,310287.72,49801723904,54778.875,160501.75,60358.633,0.729170501,35531.46875,0.28371188
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2011,1,Large,48127,311306.28,50031316992,54938.375,160714.11,60271.504,0.713020802,33998.73828,0.28777501
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2012,1,Large,46764,323487,50194415616,54161.477,155166.7,60220.098,0.72383219,33025.06641,0.274001569
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2013,1,Large,44089,321739.13,50630148096,54378.281,157363.97,60408.035,0.737425268,32509.06641,0.261301666
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2014,1,Large,45033,325988.88,52411277312,55108.438,160776.27,62224.223,0.71950376,32006.7207,0.25258556
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2015,1,Large,41073,328333.78,53459402752,57119.793,162820.3,63205.574,0.732763231,33971.85938,0.263388693
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2016,1,Large,42211,331089.66,52700577792,56215.039,159173.14,62196.563,0.749570727,35978.9375,0.272544712
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2017,1,Large,42670,334667.81,52752633856,56068.438,157626.86,62131.805,0.75003463,36459.03125,0.258911252
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2018,1,Large,44797,338965.75,50341830656,55747.059,148515.97,59355.426,0.750419617,36495.32813,0.244069934
37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",2019,1,Large,38154,343046.91,50643165184,57442.246,147627.52,59861.473,0.757043123,37881.95703,0.241390854
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2009,1,Large,22795,197053.28,23482988544,50054.211,119170.75,43317.832,0.678821385,32444.66211,0.255161017
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2010,1,Large,19453,195851.2,23572748288,50209.762,120360.5,43335.047,0.663815022,31918.2168,0.245454431
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2011,1,Large,21547,194762.14,22743691264,48991.582,116776.75,41780.684,0.637169242,31474.67578,0.254833162
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2012,1,Large,22050,195579.41,22096207872,48008.645,112978.2,40397.773,0.639373779,29431.39453,0.275320619
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2013,1,Large,21195,195443,22180851712,47643.098,113490.13,40310.133,0.653554618,30169.45703,0.270569056
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2014,1,Large,22427,197566.16,21716262912,47094.902,109918.95,39089.805,0.655678809,30835.24219,0.258536577
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2015,1,Large,23291,202309.91,22476304384,48744.383,111098.39,39728.613,0.676267505,31893.00977,0.241269544
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2016,1,Large,24696,209464.41,23234932736,48870.602,110925.45,40277.309,0.663151979,31473.15234,0.260853738
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2017,1,Large,24218,218465.19,24487467008,49096.09,112088.64,41661.719,0.678175271,31210.95898,0.237592936
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2018,1,Large,24674,226673.59,25875591168,49386.398,114153.54,43473.559,0.677526832,32454.77539,0.258434027
37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",2019,1,Large,26457,234623.42,26445002752,50522.02,112712.55,43932.809,0.695874691,32342.21094,0.246866494
