cbsa_code,year,cbsa_name,top100,keep,largest,large,midsized,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Median Earnings,Employment Rate,Relative Income Poverty Rate
28660,2015,"Killeen-Temple, TX Metropolitan Statistical Area",1,1,0,0,1,12180,135333.4365,20853897579,43874.8048,154092.7218,48189.24917,26154.11328,0.680762351,0.253882736
28660,2016,"Killeen-Temple, TX Metropolitan Statistical Area",1,1,0,0,1,12209,137438.5966,20443119650,44823.83022,148743.6583,46808.01488,29128.79297,0.70030874,0.248432457
28660,2017,"Killeen-Temple, TX Metropolitan Statistical Area",1,1,0,0,1,11578,139832.7361,20698013505,46007.57042,148019.7991,46653.6088,29982.74609,0.693005145,0.265417069
28660,2018,"Killeen-Temple, TX Metropolitan Statistical Area",1,1,0,0,1,12093,139429.0648,19886347021,46019.22953,142626.9842,44027.61036,30057.38086,0.69229066399999994,0.255669236
28700,2008,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,11651,119838.7146,12580540351,42865.37252,104978.9327,40836.76173,27774.75977,0.666800797,0.251413852
28700,2009,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,11787,114245.4885,12223025123,42839.46698,106989.1274,39519.24267,28317.47656,0.623722553,0.261437148
28700,2010,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,10966,112663.217,12322667522,43628.96429,109376.1376,39816.94478,26881.46484,0.613152564,0.248798549
28700,2011,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,9684,114849.3287,12457085336,43825.1311,108464.5899,40315.36626,27995.91211,0.649227679,0.277747333
28700,2012,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,9515,114713.1507,12287323425,43924.48304,107113.4682,39823.44042,27078.75,0.633524477,0.255171448
28700,2013,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,8151,114310.8147,12152582275,42749.08618,106311.7458,39481.30405,26512.60938,0.621921003,0.272380382
28700,2014,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,7447,114474.4532,12104463208,43057.58612,105739.4281,39402.9343,26508.6582,0.636159062,0.260859162
28700,2015,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,7592,114849.532,12225976420,43854.38004,106452.1222,39930.29143,28147.4668,0.646940172,0.260036528
28700,2016,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,6960,115607.706,12176502685,43248.99594,105326.0471,39828.80694,25936.97461,0.628653586,0.260633141
28700,2017,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,7167,115346.2552,12247095650,43648.69348,106176.7946,39990.12467,26459.27734,0.643897235,0.268535376
28700,2018,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,1,0,0,1,7292,115890.2332,12571419920,44419.9497,108476.9576,41000.53461,29171.72852,0.632913411,0.254829705
28940,2008,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,35242,357348.95,38902491815,44843.28929,108864.1559,48342.95178,28934.55273,0.705747306,0.266302675
28940,2009,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,36139,337593.5531,37558004653,45532.04897,111252.1383,46290.81277,29449.40234,0.673127294,0.267005354
28940,2010,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,29335,337243.7698,38295098533,46375.411,113553.1683,46931.36057,29579.10742,0.665298522,0.263858646
28940,2011,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,27070,343034.8256,39418195249,46266.58369,114910.1849,48049.34761,30025.26758,0.672512352,0.26398927
28940,2012,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,26776,343929.057,40285708927,46446.83887,117133.7754,48852.12434,30581.39648,0.665752351,0.268639326
28940,2013,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,29978,345933.2373,40514098312,46478.29793,117115.36780000001,48879.59693,28986.05469,0.660898447,0.277144819
28940,2014,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,33886,352575.5219,41188955052,47116.11957,116823.0705,49457.09293,28434.16211,0.664540768,0.267448723
28940,2015,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,31211,363111.6779,42945845118,48424.13288,118271.7267,51279.84563,28903.06445,0.685840249,0.282910138
28940,2016,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,26697,369546.05,43951402127,48840.73648,118933.4919,52056.80244,29092.35742,0.700455785,0.260089576
28940,2017,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,26099,372275.6948,44300197001,49502.72538,118998.3596,51954.49721,30527.82031,0.718224347,0.245598152
28940,2018,"Knoxville, TN Metropolitan Statistical Area",1,1,0,1,0,27454,376722.0965,46879859387,50164.13719,124441.491,54501.07118,30050.45898,0.705992639,0.25707832
29180,2008,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,31848,211608.5996,23927539797,47884.50886,113074.5151,52117.11285,30016.89648,0.71076268,0.274111778
29180,2009,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,29208,204284.3976,24076002574,47229.10499,117855.3177,51888.16024,31977.36328,0.709901392,0.258631051
29180,2010,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,27815,202226.9774,24865728376,47885.36631,122959.5017,53175.07458,27985.30664,0.692487121,0.284163594
29180,2011,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,24579,205579.1785,24907803090,48492.11893,121159.1722,52895.7242,29381.50977,0.657824039,0.296454787
29180,2012,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,23331,211782.8215,25623241848,49205.14145,120988.292,54036.26815,29278.05664,0.699667931,0.273249418
29180,2013,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,24761,215404.8966,25351592717,49346.68365,117692.7411,52837.94405,31923.1582,0.695991158,0.268507004
29180,2014,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,23485,216859.1536,25744511549,50641.09808,118715.3557,53092.19502,31503.99414,0.69669199,0.269642591
29180,2015,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,26192,208921.2589,24867486894,49296.15351,119028.0349,50797.97215,31489.77344,0.697694182,0.259622842
29180,2016,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,20490,196637.4315,22399125731,45576.90893,113910.7929,45624.88309,31089.44141,0.676881969,0.264734447
29180,2017,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,18519,194541.1703,22769304507,45175.52762,117041.0586,46457.82351,30565.63281,0.673759341,0.266269803
29180,2018,"Lafayette, LA Metropolitan Statistical Area",1,1,0,0,1,19141,196015.6469,22695746931,45797.69619,115785.3839,46378.04769,30430.04492,0.68648684,0.256493777
29460,2008,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,24623,201829.2586,20441776566,40432.83165,101282.5232,34367.42132,30278.26953,0.697840631,0.229572356
29460,2009,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,21842,192085.4449,20035313804,40800.13529,104304.1747,33465.64677,28358.37305,0.651023626,0.228723735
29460,2010,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,19470,189582.2818,19926652012,40329.77961,105108.198,33038.84418,27977.39258,0.641673803,0.252667725
29460,2011,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,16971,188764.6456,19651948516,39898.69405,104108.2055,32219.3197,28005.75781,0.612562537,0.267034799
29460,2012,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,18639,190449.4068,19234201055,39966.06479,100993.7567,31250.42821,28334.6875,0.607756495,0.25078845
29460,2013,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,17466,195017.0291,19859382314,39994.57621,101834.0932,31891.76106,26614.69336,0.637157083,0.22640416
29460,2014,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,18321,197922.3924,20295281224,40486.6739,102541.6123,31985.25062,27508.18945,0.644484222,0.222302303
29460,2015,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,19816,203801.2802,20925411060,41281.75354,102675.5624,32254.57113,26798.03516,0.654452443,0.239130437
29460,2016,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,20555,209550.624,21729446624,41833.05533,103695.4518,32615.23938,29428.42578,0.677341998,0.228419766
29460,2017,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,23499,215150.6716,22988160915,42257.66527,106846.8007,33518.74505,28588.88086,0.660167277,0.200996384
29460,2018,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,1,0,1,0,23005,220822.7424,23436669737,42375.17659,106133.4058,33102.22008,30022.99609,0.705523789,0.200943738
29540,2008,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,23449,228887.5648,25093996625,43783.81549,109634.6001,49015.82872,33995.34375,0.78103143,0.274613529
29540,2009,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,23982,218737.4517,24498457286,44037.25739,111999.3723,47424.5994,31977.875,0.757340074,0.261585474
29540,2010,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,21685,217302.8704,24593369417,43815.66494,113175.5387,47265.67283,30602.28516,0.73788017,0.285498083
29540,2011,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,20519,217314.5294,24149954665,43522.62266,111129.0383,46095.96887,28809.06641,0.736293972,0.289140671
29540,2012,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,16941,219648.2443,24321791903,43526.22304,110730.6456,46162.88281,32326.53906,0.738024771,0.281246156
29540,2013,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,16731,221104.6434,25066475307,43584.01124,113369.2849,47292.82717,32000.30078,0.756987751,0.289117038
29540,2014,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,16320,225724.5494,25771692001,44066.65149,114173.1906,48323.13058,32894.64453,0.758105218,0.277304679
29540,2015,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,18447,229383.056,26405177999,45585.88668,115113.8992,49287.57581,32512.84961,0.745601177,0.284911335
29540,2016,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,18105,234154.454,27110624064,45713.33193,115780.9454,50385.03252,31156.23633,0.767828584,0.260715961
29540,2017,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,20800,237505.2292,27320156711,46187.09207,115029.7061,50494.32536,33899.27734,0.780305982,0.286389589
29540,2018,"Lancaster, PA Metropolitan Statistical Area",1,1,0,1,0,23083,242389.1697,27955573762,46355.77406,115333.4276,51430.80443,34958.44531,0.774819613,0.282154471
29620,2008,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,17664,221808.1544,24487277714,47547.51063,110398.4557,45756.84273,30036.9707,0.705497682,0.323396444
29620,2009,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,18780,209250.5479,23553432485,48053.97579,112560.9119,44119.36621,28526.53516,0.672127604,0.324848473
29620,2010,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,16335,211785.6022,24713992653,48514.58861,116693.4503,46203.01487,26479.5293,0.660021067,0.343454868
29620,2011,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,15325,213180.552,23984216388,47171.36014,112506.5873,44700.804,27829.08398,0.643610537,0.339507878
29620,2012,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,13955,213760.992,23506481473,47143.74123,109966.1882,43774.03458,25070.98828,0.683454156,0.350463241
29620,2013,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,12969,216330.3771,23612526830,47384.31996,109150.3059,43880.97251,26799.19141,0.682109237,0.331314355
29620,2014,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,13372,217428.7198,23843715471,47827.42202,109662.2171,44149.46909,26472.11133,0.681770384,0.325491458
29620,2015,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,14296,219617.2101,26082933483,48883.68789,118765.4349,48183.58965,28903.28711,0.690204084,0.317447096
29620,2016,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,14873,224304.6176,27051833985,49722.60341,120603.1079,49613.4521,28897.33398,0.721698761,0.307125896
29620,2017,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,14785,226827.5203,27024566500,49755.5778,119141.4801,49241.93804,30477.12109,0.710878253,0.293063819
29620,2018,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,1,0,1,0,16143,226194.5349,27573448414,50495.65015,121901.4793,50125.79586,30025.98438,0.731586039,0.284726024
29700,2008,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,12566,88662.43993,7720236591,33898.09088,87074.48834,32129.23126,22156.79688,0.717621684,0.199631006
29700,2009,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,12988,85215.90426,7316716002,34357.10349,85860.92075,29753.87544,22512.47461,0.669324577,0.21928215
29700,2010,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11578,85399.49688,7725323544,35326.031,90460.99598,30730.31073,21187.40234,0.663718104,0.231815815
29700,2011,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,10661,88966.07352,8160585128,35567.25888,91726.93371,31879.65172,19965.33984,0.636529624,0.222025469
29700,2012,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11139,90820.07392,8437749466,36306.84478,92906.21668,32363.01297,24000.69922,0.610373378,0.244431451
29700,2013,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11143,92831.67771,8928121254,35852.39948,96175.37327,33737.87469,22026.57227,0.595857441,0.222411245
29700,2014,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11376,94776.76008,8868532199,36190.79899,93572.8568,33124.66272,21157.18164,0.631545365,0.211216331
29700,2015,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11146,97447.1566,9176937020,36574.89234,94173.47144,33973.55627,23669.64648,0.666464329,0.218282148
29700,2016,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11433,98543.48561,8916431902,36070.41531,90482.20536,32718.44966,22903.13672,0.624735653,0.226282641
29700,2017,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11840,99816.32746,8917872050,36111.04119,89342.81872,32549.11655,25549.71484,0.656845927,0.243693143
29700,2018,"Laredo, TX Metropolitan Statistical Area",1,1,0,0,1,11828,101297.1316,8983653833,36595.30669,88686.16208,32560.08783,24815.69336,0.660036922,0.257399648
29820,2008,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,147795,905266.73,111000000000,49500.9108,122953.4324,58203.629,35069.19141,0.750312626,0.196414888
29820,2009,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,142333,819948.18,100000000000,49025.16527,122225.4777,51674.84595,33977.62109,0.706226528,0.21156244
29820,2010,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,118864,797061.6928,99871973394,47599.51174,125300.1798,51147.04646,33940.53125,0.676635325,0.233626366
29820,2011,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,106055,801123.434,100000000000,46849.99497,125318.0626,51169.58457,31523.45508,0.665609658,0.234771878
29820,2012,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,117471,816562.4609,101000000000,46578.19069,123370.3536,50630.72522,32486.50977,0.685647666,0.229368433
29820,2013,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,100152,838668.9194,103000000000,46420.27941,122867.6081,51062.97867,31039.7832,0.688602388,0.237791151
29820,2014,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,100844,873804.5071,107000000000,46328.56253,122144.2472,51955.46709,31541.81055,0.698106766,0.229849502
29820,2015,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,105994,908105.7339,109000000000,47244.48273,120513.1372,52160.72165,31470.39648,0.700370133,0.226856068
29820,2016,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,111757,936496.9887,112000000000,48485.34971,119158.6244,52132.32548,31064.36719,0.715763092,0.220640764
29820,2017,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,118867,964491.6554,113000000000,48397.16792,117460.0804,51888.76859,32959.10938,0.721127212,0.224147603
29820,2018,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,1,1,0,0,120983,995624.0998,118000000000,49245.41426,118348.8999,52800.0248,33004.83203,0.723519444,0.228985295
30460,2008,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,23173,246146.7544,24814324362,45946.29595,100811.0971,53931.05236,32001.9707,0.732231379,0.28056863
30460,2009,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,21462,235142.14,23475523845,46403.8394,99835.46056,50233.5059,28599.38672,0.707573175,0.291645765
30460,2010,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,19213,235899.4464,24090214784,45916.78571,102120.6923,50886.04033,27021.60352,0.692286909,0.296399087
30460,2011,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,18710,238699.1144,24343615801,46216.05531,101984.525,50822.91201,28888.10547,0.683796167,0.29537645
30460,2012,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,17780,243231.8795,24783130909,46009.83213,101890.965,51054.92121,28041.21289,0.717332363,0.286348969
30460,2013,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,18271,248308.9744,25286542100,45965.01437,101834.9907,51488.55063,27624.12109,0.717538774,0.27786836
30460,2014,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,18457,253849.1694,25520261367,46362.11818,100533.1687,51518.19948,29054.37695,0.715653777,0.276302695
30460,2015,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,19257,261085.2299,26253664460,47943.38337,100555.916,52332.74688,30562.65625,0.724762976,0.268288761
30460,2016,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,21358,265333.2428,26486123166,48216.3198,99822.10631,52193.51903,30099.46094,0.733804584,0.280391008
30460,2017,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,20628,268892.3443,26667745484,48133.23727,99176.29136,52011.08081,30514.19922,0.733257294,0.271135896
30460,2018,"Lexington-Fayette, KY Metropolitan Statistical Area",1,1,0,1,0,22697,267494.7108,26855772352,47916.41636,100397.3958,51975.86274,31477.63477,0.732960701,0.269447356
30700,2008,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,13998,163412.868,16422535237,41193.12077,100497.1973,55433.22117,29453.85156,0.795443237,0.297472447
30700,2009,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,13316,159731.192,16563272752,41721.48238,103694.6669,55278.53325,28493.51758,0.779742479,0.308541834
30700,2010,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,12505,158581.9356,17010432950,41904.6925,107265.8931,56147.82561,28020.1582,0.750159383,0.322717339
30700,2011,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,12393,159735.661,17710051464,41942.27641,110870.9937,57765.1742,26939.83398,0.770722568,0.331436753
30700,2012,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,12600,163737.4186,17971098635,42136.71597,109755.6001,57910.75984,30293.97461,0.785355747,0.289434612
30700,2013,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,13324,166724.3377,18208430832,42023.35124,109212.7945,57968.1413,27980.36523,0.783445656,0.310754031
30700,2014,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,14452,169087.6283,18532822542,42517.69551,109604.8406,57978.12165,29530.51758,0.804173827,0.296644002
30700,2015,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,14682,172282.7349,18865117356,43744.48223,109500.9164,58382.25783,29501.3125,0.777335644,0.295437992
30700,2016,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,14413,174734.4974,19225089997,44195.1052,110024.5818,58693.60402,30562.02539,0.793499172,0.282357365
30700,2017,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,15001,174719.3932,19533942154,44771.61406,111801.7971,58983.03381,30451.58398,0.794275165,0.271526396
30700,2018,"Lincoln, NE Metropolitan Statistical Area",1,1,0,0,1,14399,177531.7159,20115171817,45185.19374,113304.6662,60118.86732,33200.53516,0.795488358,0.281273186
30780,2008,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,38295,328968.6055,35647107114,44688.92586,108360.2098,52277.07059,32398.6582,0.73542678399999994,0.260592043
30780,2009,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,37108,320578.3258,35475964433,46379.28667,110662.3922,51273.03167,31965.58008,0.721451163,0.249829993
30780,2010,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,34452,320889.8731,35051790064,44772.78898,109233.0828,49909.49836,32994.33984,0.700380623,0.263417482
30780,2011,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,31731,322612.9029,36060105708,45223.7375,111775.1503,50745.1404,31011.0957,0.705796361,0.260649681
30780,2012,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,29874,322888.8407,36491922043,45493.88723,113016.9812,50849.47459,32488.30078,0.708851218,0.246494487
30780,2013,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,28755,323257.9532,36677544409,45029.63579,113462.1563,50718.85713,31003.27539,0.707742155,0.254275292
30780,2014,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,28229,323041.4517,36714004401,45457.37688,113651.0631,50418.72005,31424.77148,0.695835888,0.253605783
30780,2015,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,28369,327385.6282,36728381697,46313.3697,112186.9091,50251.10473,31440.12109,0.696850359,0.25367862
30780,2016,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,27811,330475.6717,37438261508,46479.6931,113285.9836,50982.67613,31962.55469,0.718274772,0.247406632
30780,2017,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,27755,333206.6778,37291262209,46581.01568,111916.3111,50530.78182,33971.85938,0.724158823,0.24554427
30780,2018,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,1,0,1,0,28436,335643.0251,37452706743,46586.00727,111584.9398,50536.37107,34030.60156,0.727745652,0.236723185
30980,2008,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,14960,119988.6161,14839151990,44410.61005,123671.3321,54124.89556,28058.94922,0.708147168,0.276547551
30980,2009,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,13836,115020.8319,14956170494,43918.49438,130030.1019,53740.02175,27540.70117,0.683323622,0.264445484
30980,2010,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,13010,115736.009,15702771162,45389.65279,135677.4896,55982.15718,27162.05273,0.661908984,0.268350571
30980,2011,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,12340,119320.4323,16037637509,47016.70338,134408.1412,56784.66981,28030.82031,0.685915232,0.257079929
30980,2012,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,13477,122166.6618,17199537810,47956.34676,140787.4911,60756.43014,27482.625,0.675125301,0.263667703
30980,2013,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,14221,123252.2285,17145476084,48075.26817,139108.8526,60658.23979,26382,0.65993911,0.292215139
30980,2014,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,11949,125640.7125,16788093996,48379.83539,133619.8566,59257.39476,28516.11328,0.671013117,0.287619144
30980,2015,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,12259,122098.5101,16294029272,47365.56424,133449.8616,57379.40371,28023.46094,0.65933013,0.253162086
30980,2016,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,12643,117364.4946,15628784970,45596.89985,133164.5062,55038.29727,27180.04883,0.66255337,0.261804342
30980,2017,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,12246,116206.4993,15568255938,46032.27906,133970.613,54599.78795,28410.53906,0.661028743,0.276856989
30980,2018,"Longview, TX Metropolitan Statistical Area",1,1,0,0,1,12030,118459.9827,15813556898,46925.61602,133492.8179,55264.52472,28259.65234,0.671045959,0.240615785
31080,2008,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,1109844,5651473.87,869000000000,59153.9135,153765.1592,68464.31733,35002.96094,0.721450925,0.252309561
31080,2009,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,1052620,5303773.651,821000000000,59012.53276,154737.6135,64244.26243,33929.85156,0.694320142,0.253161609
31080,2010,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,933173,5212809.892,836000000000,59918.44616,160305.0276,65086.0779,33940.62891,0.671795666,0.267836273
31080,2011,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,856937,5254651.071,844000000000,59840.95391,160692.649,65316.39223,33439.62891,0.669713438,0.269053549
31080,2012,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,805699,5380902.929,863000000000,59989.12785,160451.7706,66317.30687,32480.07227,0.67911917,0.263047367
31080,2013,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,741441,5514388.053,872000000000,58684.715150000004,158190.5186,66558.54712,31957.53125,0.685802341,0.259393156
31080,2014,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,767568,5626840.777,900000000000,59616.10684,159869.2044,68258.36469,31546.88477,0.695506573,0.252779365
31080,2015,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,765531,5763794.044,942000000000,61918.62209,163494.5433,71115.30796,31521.4082,0.703360677,0.233514741
31080,2016,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,803755,5904133.655,960000000000,62225.29906,162549.393,72206.4184,32995.95703,0.714641035,0.252020955
31080,2017,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,808489,5976102.267,989000000000,63866.79974,165515.6405,74378.52762,35942.59766,0.721769035,0.250362813
31080,2018,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,1,1,0,0,831956,6070749.087,1020000000000,64230.96392,168728.5173,77065.00932,35017.51953,0.730686843,0.239089444
31140,2008,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",1,1,1,0,0,51412,570425.8739,63196005351,46895.11759,110787.4103,53383.39076,34971.52734,0.740168571,0.261612624
31140,2009,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",1,1,1,0,0,52647,545582.7723,60525047754,47340.64087,110936.5083,50650.90674,31970.54688,0.707152009,0.253114462
31140,2010,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",1,1,1,0,0,46395,545936.0721,63216878182,47590.53159,115795.386,52476.9899,31481.67578,0.695615649,0.253896087
