year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2014-2019,31860,"Mankato, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.072600864,,0,,,
2014-2019,31900,"Mansfield, OH Metropolitan Statistical Area",Percent Change in Output per Person,0.029642684,,0,,,
2014-2019,31930,"Marietta, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.030894812,,0,,,
2014-2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",Percent Change in Output per Person,0.065032564,,0,,,
2014-2019,31980,"Marion, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.016115362,,0,,,
2014-2019,32000,"Marion, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.10112762,,0,,,
2014-2019,32020,"Marion, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.097835504,,0,,,
2014-2019,32100,"Marquette, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.072449334,,0,,,
2014-2019,32140,"Marshall, MN Micropolitan Statistical Area",Percent Change in Output per Person,-0.012553179,,0,,,
2014-2019,32180,"Marshall, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.024982581,,0,,,
2014-2019,32260,"Marshalltown, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.005419111,,0,,,
2014-2019,32280,"Martin, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.18329316,,0,,,
2014-2019,32300,"Martinsville, VA Micropolitan Statistical Area",Percent Change in Output per Person,0.080191448,,0,,,
2014-2019,32340,"Maryville, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.065808885,,0,,,
2014-2019,32380,"Mason City, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.049783356,,0,,,
2014-2019,32460,"Mayfield, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.057291355,,0,,,
2014-2019,32500,"Maysville, KY Micropolitan Statistical Area",Percent Change in Output per Person,-0.08234857,,0,,,
2014-2019,32540,"McAlester, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.13437963,,0,,,
2014-2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.016059199,-0.75181639,1,Large,162,46
2014-2019,32620,"McComb, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.003218407,,0,,,
2014-2019,32660,"McMinnville, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.007683463,,0,,,
2014-2019,32700,"McPherson, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.35764143,,0,,,
2014-2019,32740,"Meadville, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.050650664,,0,,,
2014-2019,32780,"Medford, OR Metropolitan Statistical Area",Percent Change in Output per Person,0.13721447,,0,,,
2014-2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Percent Change in Output per Person,0.051392857,-0.37911558,1,Very Large,119,42
2014-2019,32860,"Menomonie, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.043259915,,0,,,
2014-2019,32900,"Merced, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.098437496,0.11711305,1,Midsized,48,18
2014-2019,32940,"Meridian, MS Micropolitan Statistical Area",Percent Change in Output per Person,-0.014188285,,0,,,
2014-2019,33020,"Mexico, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.011142367,,0,,,
2014-2019,33060,"Miami, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.03523146,,0,,,
2014-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.11037973,0.24308018,1,Very Large,33,12
2014-2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.011433574,,0,,,
2014-2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.11763167,,0,,,
2014-2019,33220,"Midland, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.23258314,,0,,,
2014-2019,33260,"Midland, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.35273951,,0,,,
2014-2019,33300,"Milledgeville, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.042286187,,0,,,
2014-2019,33340,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.06142813,-0.27326313,1,Very Large,101,34
2014-2019,33380,"Minden, LA Micropolitan Statistical Area ",Percent Change in Output per Person,-0.006555259,,0,,,
2014-2019,33420,"Mineral Wells, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.01685877,,0,,,
2014-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",Percent Change in Output per Person,0.043040223,-0.4672195,1,Very Large,127,45
2014-2019,33500,"Minot, ND Micropolitan Statistical Area",Percent Change in Output per Person,-0.061053339,,0,,,
2014-2019,33540,"Missoula, MT Metropolitan Statistical Area",Percent Change in Output per Person,0.060783621,,0,,,
2014-2019,33580,"Mitchell, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.026666386,,0,,,
2014-2019,33620,"Moberly, MO Micropolitan Statistical Area",Percent Change in Output per Person,-0.025820129,,0,,,
2014-2019,33660,"Mobile, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.088050067,0.007546088,1,Midsized,64,24
2014-2019,33700,"Modesto, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12030307,0.34775203,1,Large,22,5
2014-2019,33740,"Monroe, LA Metropolitan Statistical Area",Percent Change in Output per Person,0.041684784,,0,,,
2014-2019,33780,"Monroe, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.030227367,,0,,,
2014-2019,33860,"Montgomery, AL Metropolitan Statistical Area",Percent Change in Output per Person,0.04854225,-0.40918392,1,Midsized,123,46
2014-2019,33940,"Montrose, CO Micropolitan Statistical Area",Percent Change in Output per Person,10.934312,,0,,,
2014-2019,33940,"Montrose, CO Micropolitan Statistical Area",Percent Change in Output per Person,0.3450177,,0,,,
2014-2019,33940,"Montrose, CO Micropolitan Statistical Are",Percent Change in Output per Person,78.685562,,0,,,
2014-2019,33940,"Montrose, CO Micropolitan Statistical Are",Percent Change in Output per Person,7.9807014,,0,,,
2014-2019,33980,"Morehead City, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.1144518,,0,,,
2014-2019,34020,"Morgan City, LA Micropolitan Statistical Area",Percent Change in Output per Person,-0.13228159,,0,,,
2014-2019,34060,"Morgantown, WV Metropolitan Statistical Area",Percent Change in Output per Person,0.080682948,,0,,,
2014-2019,34100,"Morristown, TN Metropolitan Statistical Area",Percent Change in Output per Person,0.10756452,,0,,,
2014-2019,34140,"Moscow, ID Micropolitan Statistical Area",Percent Change in Output per Person,0.033279091,,0,,,
2014-2019,34180,"Moses Lake, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.068653554,,0,,,
2014-2019,34220,"Moultrie, GA Micropolitan Statistical Area",Percent Change in Output per Person,0.17426765,,0,,,
2014-2019,34260,"Mountain Home, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.006428775,,0,,,
2014-2019,34300,"Mountain Home, ID Micropolitan Statistical Area",Percent Change in Output per Person,-0.05622467,,0,,,
2014-2019,34340,"Mount Airy, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.13379557,,0,,,
2014-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Percent Change in Output per Person,0.19990565,,0,,,
2014-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Percent Change in Output per Person,0.058064576,,0,,,
2014-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.063035503,,0,,,
2014-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Percent Change in Output per Person,-0.000712999,,0,,,
2014-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.083566464,,0,,,
2014-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.006672392,,0,,,
2014-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.11220442,,0,,,
2014-2019,34620,"Muncie, IN Metropolitan Statistical Area",Percent Change in Output per Person,0.053019796,,0,,,
2014-2019,34660,"Murray, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.068810925,,0,,,
2014-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.01724137,,0,,,
2014-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.043979783,,0,,,
2014-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Percent Change in Output per Person,0.018213976,,0,,,
2014-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Percent Change in Output per Person,-0.003943018,-0.96280056,1,Midsized,178,71
2014-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.052325197,,0,,,
2014-2019,34900,"Napa, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.16081166,,0,,,
2014-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.077358425,-0.10522979,1,Midsized,80,32
2014-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Percent Change in Output per Person,0.11241437,0.26454177,1,Very Large,30,11
2014-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Percent Change in Output per Person,0.031798378,,0,,,
2014-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Percent Change in Output per Person,0.054442007,,0,,,
2014-2019,35100,"New Bern, NC Metropolitan Statistical Area",Percent Change in Output per Person,0.004527848,,0,,,
2014-2019,35140,"Newberry, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.1292945,,0,,,
2014-2019,35220,"New Castle, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.085469022,,0,,,
2014-2019,35260,"New Castle, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.030466046,,0,,,
2014-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Percent Change in Output per Person,0.090023547,0.028362446,1,Large,62,19
2014-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Percent Change in Output per Person,0.014560776,-0.76762182,1,Very Large,163,51
2014-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.081708774,,0,,,
2014-2019,35440,"Newport, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.051584661,,0,,,
2014-2019,35460,"Newport, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.048303928,,0,,,
2014-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.083914861,,0,,,
2014-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Percent Change in Output per Person,0.11336332,0.27455124,1,Very Large,29,10
2014-2019,35660,"Niles, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.093305156,,0,,,
2014-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.046248686,,0,,,
2014-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Percent Change in Output per Person,0.058965534,,0,,,
2014-2019,35820,"North Platte, NE Micropolitan Statistical Area",Percent Change in Output per Person,0.00302071,,0,,,
2014-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.036683127,-0.5342744,1,Large,135,38
2014-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.022014908,,0,,,
2014-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.17777057,,0,,,
2014-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.049367994,,0,,,
2014-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Percent Change in Output per Person,0.1003238,0.13700986,1,Midsized,46,17
2014-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.038764905,,0,,,
2014-2019,36100,"Ocala, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.056988966,-0.32008761,1,Midsized,111,43
2014-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Percent Change in Output per Person,0.10036466,,0,,,
2014-2019,36220,"Odessa, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.026653882,,0,,,
2014-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.11117124,0.25142914,1,Large,31,8
2014-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.10063903,,0,,,
2014-2019,36340,"Oil City, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.025906187,,0,,,
2014-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Percent Change in Output per Person,0.039245758,,0,,,
2014-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Percent Change in Output per Person,0.013018596,-0.78388882,1,Very Large,165,52
2014-2019,36460,"Olean, NY Micropolitan Statistical Area",Percent Change in Output per Person,-0.007392203,,0,,,
2014-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Percent Change in Output per Person,0.058192499,-0.30739272,1,Midsized,108,41
2014-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Percent Change in Output per Person,0.03826623,-0.5175758,1,Large,133,37
2014-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.070613392,,0,,,
2014-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Percent Change in Output per Person,0.077577822,,0,,,
2014-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Percent Change in Output per Person,-0.002011238,,0,,,
2014-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Percent Change in Output per Person,0.10271098,,0,,,
2014-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.10056042,0.13950577,1,Very Large,45,17
2014-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.05803816,,0,,,
2014-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.096908353,,0,,,
2014-2019,36830,"Othello, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.037031353,,0,,,
2014-2019,36837,"Ottawa, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.048054617,,0,,,
2014-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.047916915,,0,,,
2014-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.016196346,,0,,,
2014-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.082054019,,0,,,
2014-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Percent Change in Output per Person,0.043963991,,0,,,
2014-2019,37060,"Oxford, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.10181384,,0,,,
2014-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Percent Change in Output per Person,-0.03797153,-1.3217347,1,Large,186,56
2014-2019,37120,"Ozark, AL Micropolitan Statistical Area",Percent Change in Output per Person,-0.015246408,,0,,,
2014-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Percent Change in Output per Person,-0.055800278,,0,,,
2014-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Percent Change in Output per Person,0.1205898,,0,,,
2014-2019,37260,"Palatka, FL Micropolitan Statistical Area",Percent Change in Output per Person,0.035578679,,0,,,
2014-2019,37300,"Palestine, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.067335844,,0,,,
2014-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.12389434,0.38563287,1,Large,19,4
2014-2019,37420,"Pampa, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.12601525,,0,,,
2014-2019,37460,"Panama City, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.096561342,,0,,,
2014-2019,37500,"Paragould, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.034571491,,0,,,
2014-2019,37540,"Paris, TN Micropolitan Statistical Area",Percent Change in Output per Person,0.10927879,,0,,,
2014-2019,37580,"Paris, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.073844559,,0,,,
2014-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Percent Change in Output per Person,-0.021631429,,0,,,
2014-2019,37660,"Parsons, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.091665909,,0,,,
2014-2019,37740,"Payson, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.026394278,,0,,,
2014-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.092969254,,0,,,
2014-2019,37780,"Pecos, TX Micropolitan Statistical Area",Percent Change in Output per Person,1.3761096,,0,,,
2014-2019,37800,"Pella, IA Micropolitan Statistical Area",Percent Change in Output per Person,0.12156454,,0,,,
2014-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.053626768,-0.3555522,1,Large,114,32
2014-2019,37900,"Peoria, IL Metropolitan Statistical Area",Percent Change in Output per Person,-0.039399993,-1.3368021,1,Midsized,187,78
2014-2019,37940,"Peru, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.016644839,,0,,,
2014-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Percent Change in Output per Person,0.063976891,-0.2463787,1,Very Large,98,32
2014-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.066094592,-0.22404115,1,Very Large,94,30
2014-2019,38100,"Picayune, MS Micropolitan Statistical Area",Percent Change in Output per Person,0.033467893,,0,,,
2014-2019,38180,"Pierre, SD Micropolitan Statistical Area",Percent Change in Output per Person,0.024694629,,0,,,
2014-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Percent Change in Output per Person,-0.005323222,,0,,,
2014-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.041319117,,0,,,
2014-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.079477862,,0,,,
2014-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.084208138,-0.032978717,1,Very Large,71,24
2014-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Percent Change in Output per Person,0.067578651,,0,,,
2014-2019,38380,"Plainview, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.059266146,,0,,,
2014-2019,38420,"Platteville, WI Micropolitan Statistical Area",Percent Change in Output per Person,0.049869124,,0,,,
2014-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Percent Change in Output per Person,0.079124033,,0,,,
2014-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Percent Change in Output per Person,-0.001655286,,0,,,
2014-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Percent Change in Output per Person,0.009055262,,0,,,
2014-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Percent Change in Output per Person,-0.040430039,,0,,,
2014-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Percent Change in Output per Person,-0.11397825,,0,,,
2014-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.03070602,,0,,,
2014-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Percent Change in Output per Person,-0.023484737,,0,,,
2014-2019,38780,"Portales, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.065645382,,0,,,
2014-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Percent Change in Output per Person,-0.011366082,,0,,,
2014-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Percent Change in Output per Person,0.10912635,0.22985953,1,Large,35,9
2014-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Percent Change in Output per Person,0.14222234,0.57895744,1,Very Large,8,5
2014-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.25704628,,0,,,
2014-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.0812824,-0.06383951,1,Midsized,76,31
2014-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.013964137,,0,,,
2014-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.18622978,,0,,,
2014-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.075838245,-0.12126468,1,Large,82,23
2014-2019,39150,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Percent Change in Output per Person,0.067846939,,0,,,
2014-2019,39220,"Price, UT Micropolitan Statistical Area",Percent Change in Output per Person,0.19548909,,0,,,
2014-2019,39260,"Prineville, OR Micropolitan Statistical Area",Percent Change in Output per Person,-0.060182463,,0,,,
2014-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Percent Change in Output per Person,0.058541093,-0.30371574,1,Very Large,107,37
2014-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.18157402,0.99404025,1,Large,5,1
2014-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Percent Change in Output per Person,0.072701193,,0,,,
2014-2019,39420,"Pullman, WA Micropolitan Statistical Area",Percent Change in Output per Person,0.024922166,,0,,,
2014-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Percent Change in Output per Person,0.043297999,,0,,,
2014-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Percent Change in Output per Person,0.021221507,,0,,,
2014-2019,39540,"Racine, WI Metropolitan Statistical Area",Percent Change in Output per Person,0.000315334,,0,,,
2014-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Percent Change in Output per Person,0.13898119,0.54476959,1,Very Large,9,6
2014-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Percent Change in Output per Person,0.000743392,,0,,,
2014-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Percent Change in Output per Person,-0.043012202,,0,,,
2014-2019,39740,"Reading, PA Metropolitan Statistical Area",Percent Change in Output per Person,0.060762808,-0.28028098,1,Midsized,102,39
2014-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Percent Change in Output per Person,0.13669975,,0,,,
2014-2019,39820,"Redding, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.11625879,,0,,,
2014-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Percent Change in Output per Person,0.011272836,,0,,,
2014-2019,39900,"Reno, NV Metropolitan Statistical Area",Percent Change in Output per Person,0.18136281,0.99181253,1,Midsized,6,2
2014-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Percent Change in Output per Person,0.081815071,,0,,,
2014-2019,39980,"Richmond, IN Micropolitan Statistical Area",Percent Change in Output per Person,0.063772634,,0,,,
2014-2019,40060,"Richmond, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.038224723,-0.5180136,1,Very Large,134,46
2014-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Percent Change in Output per Person,0.002958406,,0,,,
2014-2019,40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area",Percent Change in Output per Person,0.00227991,,0,,,
2014-2019,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.11618873,0.30435377,1,Very Large,26,8
2014-2019,40180,"Riverton, WY Micropolitan Statistical Area",Percent Change in Output per Person,-0.019853011,,0,,,
2014-2019,40220,"Roanoke, VA Metropolitan Statistical Area",Percent Change in Output per Person,0.040505759,-0.49395311,1,Midsized,130,49
2014-2019,40260,"Roanoke Rapids, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.089761205,,0,,,
2014-2019,40300,"Rochelle, IL Micropolitan Statistical Area",Percent Change in Output per Person,0.034754939,,0,,,
2014-2019,40340,"Rochester, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.068953663,,0,,,
2014-2019,40380,"Rochester, NY Metropolitan Statistical Area",Percent Change in Output per Person,0.053240556,-0.359626,1,Very Large,115,39
2014-2019,40420,"Rockford, IL Metropolitan Statistical Area",Percent Change in Output per Person,0.086182818,-0.012149733,1,Midsized,69,27
2014-2019,40460,"Rockingham, NC Micropolitan Statistical Area",Percent Change in Output per Person,0.089960232,,0,,,
2014-2019,40530,"Rockport, TX Micropolitan Statistical Area ",Percent Change in Output per Person,-0.096209772,,0,,,
2014-2019,40540,"Rock Springs, WY Micropolitan Statistical Area",Percent Change in Output per Person,0.11024741,,0,,,
2014-2019,40580,"Rocky Mount, NC Metropolitan Statistical Area",Percent Change in Output per Person,-0.062838688,,0,,,
2014-2019,40620,"Rolla, MO Micropolitan Statistical Area",Percent Change in Output per Person,0.04923233,,0,,,
2014-2019,40660,"Rome, GA Metropolitan Statistical Area",Percent Change in Output per Person,0.038474027,,0,,,
2014-2019,40700,"Roseburg, OR Micropolitan Statistical Area",Percent Change in Output per Person,0.11892748,,0,,,
2014-2019,40740,"Roswell, NM Micropolitan Statistical Area",Percent Change in Output per Person,0.19346783,,0,,,
2014-2019,40780,"Russellville, AR Micropolitan Statistical Area",Percent Change in Output per Person,0.042935677,,0,,,
2014-2019,40820,"Ruston, LA Micropolitan Statistical Area",Percent Change in Output per Person,0.13670272,,0,,,
2014-2019,40860,"Rutland, VT Micropolitan Statistical Area",Percent Change in Output per Person,0.081804551,,0,,,
2014-2019,40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.079182476,-0.085989654,1,Very Large,78,26
2014-2019,40940,"Safford, AZ Micropolitan Statistical Area",Percent Change in Output per Person,0.32276389,,0,,,
2014-2019,40980,"Saginaw, MI Metropolitan Statistical Area",Percent Change in Output per Person,0.080510154,,0,,,
2014-2019,41060,"St. Cloud, MN Metropolitan Statistical Area",Percent Change in Output per Person,0.035147995,,0,,,
2014-2019,41100,"St. George, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.11779183,,0,,,
2014-2019,41140,"St. Joseph, MO-KS Metropolitan Statistical Area",Percent Change in Output per Person,0.036064528,,0,,,
2014-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Percent Change in Output per Person,0.065436356,-0.23098426,1,Very Large,96,31
2014-2019,41220,"St. Marys, GA Micropolitan Statistical Area",Percent Change in Output per Person,-0.04532779,,0,,,
2014-2019,41260,"St. Marys, PA Micropolitan Statistical Area",Percent Change in Output per Person,0.1154865,,0,,,
2014-2019,41400,"Salem, OH Micropolitan Statistical Area",Percent Change in Output per Person,0.016581591,,0,,,
2014-2019,41420,"Salem, OR Metropolitan Statistical Area",Percent Change in Output per Person,0.13647319,0.51831514,1,Midsized,10,3
2014-2019,41460,"Salina, KS Micropolitan Statistical Area",Percent Change in Output per Person,0.12618238,,0,,,
2014-2019,41500,"Salinas, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.12548079,0.4023667,1,Midsized,18,9
2014-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Percent Change in Output per Person,0.041800003,-0.48030138,1,Midsized,128,48
2014-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Percent Change in Output per Person,0.10364378,0.17202923,1,Very Large,39,16
2014-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.04789257,,0,,,
2014-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Percent Change in Output per Person,0.023854587,-0.66959035,1,Very Large,153,49
2014-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Percent Change in Output per Person,0.086325645,-0.010643195,1,Very Large,68,23
