year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16264.06,,
2009-2019,36220,"Odessa, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7066.18,,
2009-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,1015.07,67,23
2009-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1027.04,,
2009-2019,36340,"Oil City, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1587.18,,
2009-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,13013.12,,
2009-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,4083.92,125,25
2009-2019,36460,"Olean, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2776.28,,
2009-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-4564.2,12,10
2009-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,6028.81,151,49
2009-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14819.43,,
2009-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1516.56,,
2009-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8526.79,,
2009-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4488.42,,
2009-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-15.45,55,9
2009-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8942.17,,
2009-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,53.6,,
2009-2019,36830,"Othello, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6434.95,,
2009-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,5579.43,,
2009-2019,36860,"Ottawa, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12090.95,,
2009-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4.71,,
2009-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-409.46,,
2009-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12664.72,,
2009-2019,37060,"Oxford, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1317.8,,
2009-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,1439.02,74,25
2009-2019,37120,"Ozark, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-356.7,,
2009-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14994.43,,
2009-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8106.75,,
2009-2019,37260,"Palatka, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7184.93,,
2009-2019,37300,"Palestine, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7516.91,,
2009-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,2333.73,94,33
2009-2019,37420,"Pampa, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1891.1,,
2009-2019,37460,"Panama City, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10168.13,,
2009-2019,37500,"Paragould, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,6166.65,,
2009-2019,37540,"Paris, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10093.45,,
2009-2019,37580,"Paris, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1323.99,,
2009-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-394.41,,
2009-2019,37660,"Parsons, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2612.51,,
2009-2019,37740,"Payson, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-925.99,,
2009-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,37780,"Pecos, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4683.04,,
2009-2019,37800,"Pella, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5368.03,,
2009-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,1944.51,87,31
2009-2019,37900,"Peoria, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,3616.45,117,55
2009-2019,37940,"Peru, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6617.25,,
2009-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,2159.98,90,17
2009-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,4369.59,131,29
2009-2019,38100,"Picayune, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4945.79,,
2009-2019,38180,"Pierre, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17064.58,,
2009-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17826.05,,
2009-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,564.63,,
2009-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,5566.15,,
2009-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,6233.13,155,38
2009-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12934.66,,
2009-2019,38380,"Plainview, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-20504.34,,
2009-2019,38420,"Platteville, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2969.71,,
2009-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12084.64,,
2009-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10151.5,,
2009-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-15140.14,,
2009-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,7214.87,,
2009-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14760.13,,
2009-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3978.78,,
2009-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2631.01,,
2009-2019,38780,"Portales, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4649.52,,
2009-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,6079.31,152,50
2009-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,8253.07,171,44
2009-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8579.09,,
2009-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,4807.19,140,63
2009-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2185.28,,
2009-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2833.72,,
2009-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-181.87,52,16
2009-2019,39140,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-967.69,,
2009-2019,39220,"Price, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1994.29,,
2009-2019,39260,"Prineville, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,2603.55,103,20
2009-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,6534.13,158,53
2009-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16276.82,,
2009-2019,39420,"Pullman, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3993.38,,
2009-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3251.67,,
2009-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5068.43,,
2009-2019,39540,"Racine, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6938.69,,
2009-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,11343.58,183,49
2009-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2691.38,,
2009-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-15054.41,,
2009-2019,39740,"Reading, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,2671.93,104,48
2009-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1628.89,,
2009-2019,39820,"Redding, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10309.76,,
2009-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5667.77,,
2009-2019,39900,"Reno, NV Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-5207.13,8,6
2009-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2426.93,,
2009-2019,39980,"Richmond, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2305.95,,
2009-2019,40060,"Richmond, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-593.74,46,6
2009-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17390.98,,
2009-2019,40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,32776.64,,
2009-2019,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,1561.98,77,14
2009-2019,40180,"Riverton, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3138.03,,
2009-2019,40220,"Roanoke, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,1420.7,73,37
2009-2019,40260,"Roanoke Rapids, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1813.96,,
2009-2019,40300,"Rochelle, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1483.75,,
2009-2019,40340,"Rochester, MN Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12514.86,,
2009-2019,40380,"Rochester, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,630.34,61,11
2009-2019,40420,"Rockford, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,644.53,62,31
2009-2019,40460,"Rockingham, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2809.77,,
2009-2019,40530,"Rockport, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11129.48,,
2009-2019,40540,"Rock Springs, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9982.95,,
2009-2019,40580,"Rocky Mount, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11627.22,,
2009-2019,40620,"Rolla, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11911.47,,
2009-2019,40660,"Rome, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3652.5,,
2009-2019,40700,"Roseburg, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-857.25,,
2009-2019,40740,"Roswell, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9782.25,,
2009-2019,40760,"Ruidoso, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-872.09,,
2009-2019,40780,"Russellville, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,993.05,,
2009-2019,40820,"Ruston, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14377.15,,
2009-2019,40860,"Rutland, VT Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8664.05,,
2009-2019,40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,11013.22,181,48
2009-2019,40940,"Safford, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6097.77,,
2009-2019,40980,"Saginaw, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12685.3,,
2009-2019,41060,"St. Cloud, MN Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5900.74,,
2009-2019,41100,"St. George, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-12809.27,,
2009-2019,41140,"St. Joseph, MO-KS Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2935.39,,
2009-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,3943.48,123,24
2009-2019,41220,"St. Marys, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,9121.15,,
2009-2019,41260,"St. Marys, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10859.21,,
2009-2019,41400,"Salem, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-1401.61,,
2009-2019,41420,"Salem, OR Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,5012.82,142,64
2009-2019,41460,"Salina, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-11798.02,,
2009-2019,41500,"Salinas, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,1798.83,84,40
2009-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,9310.64,178,76
2009-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-1838.41,30,2
2009-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2080.78,,
2009-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,4156.31,128,26
2009-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,-1088.52,38,4
2009-2019,41760,"Sandpoint, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,6344.11,,
2009-2019,41780,"Sandusky, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8398.64,,
2009-2019,41820,"Sanford, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2777,,
2009-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area ",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,21428.2,192,53
2009-2019,41940,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,13054.02,188,52
2009-2019,42020,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-593.85,45,25
2009-2019,42100,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,3921.79,122,57
2009-2019,42140,"Santa Fe, NM Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17461.15,,
2009-2019,42200,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,13314.51,189,81
2009-2019,42220,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,2449.83,97,45
2009-2019,42300,"Sault Ste. Marie, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-3851.14,,
2009-2019,42340,"Savannah, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-4215.94,13,11
2009-2019,42380,"Sayre, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,4446.27,,
2009-2019,42420,"Scottsbluff, NE Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2608.57,,
2009-2019,42460,"Scottsboro, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1665.34,,
2009-2019,42500,"Scottsburg, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1671.93,,
2009-2019,42540,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,7089.64,165,55
2009-2019,42620,"Searcy, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,3281.96,,
2009-2019,42660,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Very Large,10308.36,179,47
2009-2019,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16559.09,,
2009-2019,42700,"Sebring-Avon Park, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,9732.21,,
2009-2019,42740,"Sedalia, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4442.46,,
2009-2019,42780,"Selinsgrove, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9005.45,,
2009-2019,42820,"Selma, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6774.8,,
2009-2019,42860,"Seneca, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,4205.49,,
2009-2019,42900,"Seneca Falls, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8108.26,,
2009-2019,42940,"Sevierville, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2839.17,,
2009-2019,42980,"Seymour, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,3236.92,,
2009-2019,43020,"Shawano, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-2621.23,,
2009-2019,43060,"Shawnee, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4879.13,,
2009-2019,43100,"Sheboygan, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-18614.05,,
2009-2019,43140,"Shelby, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,3571.48,,
2009-2019,43180,"Shelbyville, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,6637.16,,
2009-2019,43220,"Shelton, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10445.74,,
2009-2019,43260,"Sheridan, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-6686.32,,
2009-2019,43300,"Sherman-Denison, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-14918.88,,
2009-2019,43320,"Show Low, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4324.34,,
2009-2019,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-4104.57,14,12
2009-2019,43380,"Sidney, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-10971.09,,
2009-2019,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8511.66,,
2009-2019,43460,"Sikeston, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,4734.21,,
2009-2019,43500,"Silver City, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-8384.96,,
2009-2019,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4521.39,,
2009-2019,43620,"Sioux Falls, SD Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,7409.19,168,72
2009-2019,43660,"Snyder, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,43700,"Somerset, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,12165.43,,
2009-2019,43740,"Somerset, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2018.63,,
2009-2019,43760,"Sonora, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,2177.95,,
2009-2019,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,4613.42,135,62
2009-2019,43900,"Spartanburg, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,708.52,63,32
2009-2019,43940,"Spearfish, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-17154.04,,
2009-2019,43980,"Spencer, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,,,
2009-2019,44020,"Spirit Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-20098.99,,
2009-2019,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,-3297.91,21,4
2009-2019,44100,"Springfield, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-7560.79,,
2009-2019,44140,"Springfield, MA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,2835.31,107,37
2009-2019,44180,"Springfield, MO Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Midsized,-2751.33,24,17
2009-2019,44220,"Springfield, OH Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-13148.69,,
2009-2019,44260,"Starkville, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,17670.56,,
2009-2019,44300,"State College, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-9404.56,,
2009-2019,44340,"Statesboro, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-18847.79,,
2009-2019,44420,"Staunton, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-4089.71,,
2009-2019,44460,"Steamboat Springs, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-23782.11,,
2009-2019,44500,"Stephenville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,9174.53,,
2009-2019,44540,"Sterling, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5488.55,,
2009-2019,44580,"Sterling, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-18123.89,,
2009-2019,44620,"Stevens Point, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-16996.71,,
2009-2019,44660,"Stillwater, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1916.94,,
2009-2019,44700,"Stockton, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,1,Large,3233.79,114,39
2009-2019,44740,"Storm Lake, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,1138.13,,
2009-2019,44780,"Sturgis, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-5113.08,,
2009-2019,44860,"Sulphur Springs, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,3426.76,,
2009-2019,44900,"Summerville, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Median Household Income Gap,0,,-972.55,,
