year,cbsa,cbsa_name,indicator,value,topmetro,metrosize
2014,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,7640,0,
2015,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,8256,0,
2016,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,8206,0,
2017,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,8443,0,
2018,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,10009,0,
2019,32780,"Medford, OR Metropolitan Statistical Area",Employment at firms 0-5 years old,10086,0,
2009,32780,"Medford, OR Metropolitan Statistical Area",Jobs,78533.375,0,
2010,32780,"Medford, OR Metropolitan Statistical Area",Jobs,77841.375,0,
2011,32780,"Medford, OR Metropolitan Statistical Area",Jobs,77359.602,0,
2012,32780,"Medford, OR Metropolitan Statistical Area",Jobs,78295.406,0,
2013,32780,"Medford, OR Metropolitan Statistical Area",Jobs,80539.742,0,
2014,32780,"Medford, OR Metropolitan Statistical Area",Jobs,82115.227,0,
2015,32780,"Medford, OR Metropolitan Statistical Area",Jobs,84954.453,0,
2016,32780,"Medford, OR Metropolitan Statistical Area",Jobs,87746.164,0,
2017,32780,"Medford, OR Metropolitan Statistical Area",Jobs,90024.07,0,
2018,32780,"Medford, OR Metropolitan Statistical Area",Jobs,91594.266,0,
2019,32780,"Medford, OR Metropolitan Statistical Area",Jobs,92231.086,0,
2009,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,7860657664,0,
2010,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,7744714752,0,
2011,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,7754948608,0,
2012,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,7700720128,0,
2013,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,7944506880,0,
2014,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,8136856064,0,
2015,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,8626414592,0,
2016,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,9087515648,0,
2017,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,9368157184,0,
2018,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,9714749440,0,
2019,32780,"Medford, OR Metropolitan Statistical Area",Real GDP,9773325312,0,
2009,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,52418,1,Very Large
2010,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,47723,1,Very Large
2011,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,46945,1,Very Large
2012,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,43535,1,Very Large
2013,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,43067,1,Very Large
2014,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,43543,1,Very Large
2015,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,44404,1,Very Large
2016,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,46744,1,Very Large
2017,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,47842,1,Very Large
2018,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,49438,1,Very Large
2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Employment at firms 0-5 years old,,1,Very Large
2009,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,601098,1,Very Large
2010,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,593128.94,1,Very Large
2011,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,593147.69,1,Very Large
2012,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,600981.81,1,Very Large
2013,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,604891.13,1,Very Large
2014,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,610625.25,1,Very Large
2015,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,621346.63,1,Very Large
2016,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,632436.25,1,Very Large
2017,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,636698.69,1,Very Large
2018,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,645241.19,1,Very Large
2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Jobs,650691.75,1,Very Large
2009,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,72939741184,1,Very Large
2010,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,73146048512,1,Very Large
2011,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,72957370368,1,Very Large
2012,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,74747232256,1,Very Large
2013,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,74142441472,1,Very Large
2014,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,74520223744,1,Very Large
2015,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,75461730304,1,Very Large
2016,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,77368336384,1,Very Large
2017,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,77577003008,1,Very Large
2018,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,78911774720,1,Very Large
2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",Real GDP,79091154944,1,Very Large
2009,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,16054.722,0,
2010,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,16236.6,0,
2011,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,17039.029,0,
2012,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,17089.705,0,
2013,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,17462.305,0,
2014,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,17693.912,0,
2015,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,17849.881,0,
2016,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,18634.324,0,
2017,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,18722.041,0,
2018,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,18766.863,0,
2019,32860,"Menomonie, WI Micropolitan Statistical Area",Jobs,18735.58,0,
2009,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1556685696,0,
2010,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1579395200,0,
2011,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1597488000,0,
2012,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1632551168,0,
2013,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1668328832,0,
2014,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1690904576,0,
2015,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1695397120,0,
2016,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1723509632,0,
2017,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1755875072,0,
2018,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1810262144,0,
2019,32860,"Menomonie, WI Micropolitan Statistical Area",Real GDP,1815803776,0,
2009,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,9739,1,Midsized
2010,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,9292,1,Midsized
2011,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,9227,1,Midsized
2012,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,9067,1,Midsized
2013,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,7735,1,Midsized
2014,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,7450,1,Midsized
2015,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,8173,1,Midsized
2016,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,7688,1,Midsized
2017,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,7799,1,Midsized
2018,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,8033,1,Midsized
2019,32900,"Merced, CA Metropolitan Statistical Area",Employment at firms 0-5 years old,9440,1,Midsized
2009,32900,"Merced, CA Metropolitan Statistical Area",Jobs,70530.336,1,Midsized
2010,32900,"Merced, CA Metropolitan Statistical Area",Jobs,69886.094,1,Midsized
2011,32900,"Merced, CA Metropolitan Statistical Area",Jobs,70985.688,1,Midsized
2012,32900,"Merced, CA Metropolitan Statistical Area",Jobs,73941.063,1,Midsized
2013,32900,"Merced, CA Metropolitan Statistical Area",Jobs,74621.391,1,Midsized
2014,32900,"Merced, CA Metropolitan Statistical Area",Jobs,76581.914,1,Midsized
2015,32900,"Merced, CA Metropolitan Statistical Area",Jobs,78478.203,1,Midsized
2016,32900,"Merced, CA Metropolitan Statistical Area",Jobs,79322.75,1,Midsized
2017,32900,"Merced, CA Metropolitan Statistical Area",Jobs,82109.453,1,Midsized
2018,32900,"Merced, CA Metropolitan Statistical Area",Jobs,83152.313,1,Midsized
2019,32900,"Merced, CA Metropolitan Statistical Area",Jobs,83519.844,1,Midsized
2009,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7387552256,1,Midsized
2010,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7293721088,1,Midsized
2011,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7036672000,1,Midsized
2012,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7007285248,1,Midsized
2013,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7338438144,1,Midsized
2014,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7486147584,1,Midsized
2015,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,7913045504,1,Midsized
2016,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,8322179584,1,Midsized
2017,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,8533959168,1,Midsized
2018,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,8583710208,1,Midsized
2019,32900,"Merced, CA Metropolitan Statistical Area",Real GDP,8635463680,1,Midsized
2009,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,42216.281,0,
2010,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,41449.738,0,
2011,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,41607.449,0,
2012,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,43093.199,0,
2013,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,45056.668,0,
2014,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,43105.621,0,
2015,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,41904.719,0,
2016,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,42263.988,0,
2017,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,41741.473,0,
2018,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,40844.68,0,
2019,32940,"Meridian, MS Micropolitan Statistical Area",Jobs,40557.133,0,
2009,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3785737984,0,
2010,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3739589120,0,
2011,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3764719360,0,
2012,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3900766208,0,
2013,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,4144140544,0,
2014,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3995508224,0,
2015,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3818804480,0,
2016,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3932028416,0,
2017,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3846974976,0,
2018,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3759889408,0,
2019,32940,"Meridian, MS Micropolitan Statistical Area",Real GDP,3702111232,0,
2009,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9528.582,0,
2010,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9544.6328,0,
2011,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9699.7012,0,
2012,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9898.4258,0,
2013,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9771.5332,0,
2014,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9800.709,0,
2015,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9881.5645,0,
2016,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9825.7148,0,
2017,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9633.5225,0,
2018,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9344.791,0,
2019,33020,"Mexico, MO Micropolitan Statistical Area",Jobs,9195.2939,0,
2009,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,877133696,0,
2010,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,862864320,0,
2011,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,863484864,0,
2012,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,883158528,0,
2013,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,922303360,0,
2014,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,903178368,0,
2015,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,928680704,0,
2016,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,888197248,0,
2017,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,885525056,0,
2018,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,896194496,0,
2019,33020,"Mexico, MO Micropolitan Statistical Area",Real GDP,898101376,0,
2009,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12542.73,0,
2010,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12479.612,0,
2011,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12167.711,0,
2012,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12257.424,0,
2013,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12188.878,0,
2014,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12114.955,0,
2015,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12674.814,0,
2016,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12735.709,0,
2017,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12721.856,0,
2018,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12835.646,0,
2019,33060,"Miami, OK Micropolitan Statistical Area",Jobs,12881.578,0,
2009,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,932731584,0,
2010,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,951117824,0,
2011,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,904627776,0,
2012,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,920203200,0,
2013,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,896255872,0,
2014,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,896452416,0,
2015,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,936918592,0,
2016,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,956914112,0,
2017,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,912538432,0,
2018,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,895357440,0,
2019,33060,"Miami, OK Micropolitan Statistical Area",Real GDP,904725120,0,
2009,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,306690,1,Very Large
2010,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,284928,1,Very Large
2011,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,289022,1,Very Large
2012,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,286731,1,Very Large
2013,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,296190,1,Very Large
2014,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,315126,1,Very Large
2015,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,337520,1,Very Large
2016,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,356147,1,Very Large
2017,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,364942,1,Very Large
2018,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,343501,1,Very Large
2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,343660,1,Very Large
2009,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2195184.5,1,Very Large
2010,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2177597.5,1,Very Large
2011,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2212594.3,1,Very Large
2012,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2262470.5,1,Very Large
2013,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2324563.5,1,Very Large
2014,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2395672,1,Very Large
2015,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2478505.3,1,Very Large
2016,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2549580.8,1,Very Large
2017,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2589667.3,1,Very Large
2018,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2638253.3,1,Very Large
2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Jobs,2681156.3,1,Very Large
2009,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,2.89E+11,1,Very Large
2010,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,2.93E+11,1,Very Large
2011,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,2.94E+11,1,Very Large
2012,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,2.96E+11,1,Very Large
2013,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.02E+11,1,Very Large
2014,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.13E+11,1,Very Large
2015,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.3E+11,1,Very Large
2016,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.36E+11,1,Very Large
2017,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.5E+11,1,Very Large
2018,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.63E+11,1,Very Large
2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",Real GDP,3.64E+11,1,Very Large
2009,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2771,0,
2010,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2940,0,
2011,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2915,0,
2012,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2607,0,
2013,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2233,0,
2014,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2424,0,
2015,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2309,0,
2016,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2357,0,
2017,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2647,0,
2018,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2600,0,
2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,2708,0,
2009,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,43445.336,0,
2010,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,42294.566,0,
2011,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,42673.914,0,
2012,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,42703.605,0,
2013,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,42107.461,0,
2014,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,42126.914,0,
2015,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,41900.871,0,
2016,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,41779.492,0,
2017,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,41738.902,0,
2018,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,41759.211,0,
2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Jobs,41831.172,0,
2009,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4151945472,0,
2010,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4207352064,0,
2011,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4175570432,0,
2012,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4127251456,0,
2013,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4144494848,0,
2014,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4185828352,0,
2015,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4027442176,0,
2016,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,3998860800,0,
2017,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4036493312,0,
2018,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4185812480,0,
2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",Real GDP,4163703808,0,
2009,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,9751.0361,0,
2010,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,9303.7813,0,
2011,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,9281.9375,0,
2012,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,9254.2725,0,
2013,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8946.7969,0,
2014,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8954.5352,0,
2015,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8770.5781,0,
2016,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8600.5293,0,
2017,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8436.3525,0,
2018,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8398.0303,0,
2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Jobs,8330.3047,0,
2009,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,835745280,0,
2010,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,773673664,0,
2011,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,734292032,0,
2012,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,705805696,0,
2013,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,679983424,0,
2014,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,675152000,0,
2015,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,703520128,0,
2016,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,690490944,0,
2017,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,690874560,0,
2018,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,691180096,0,
2019,33180,"Middlesborough, KY Micropolitan Statistical Area",Real GDP,705922496,0,
2009,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2291,0,
2010,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2041,0,
2011,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2091,0,
2012,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2113,0,
2013,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2065,0,
2014,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2409,0,
2015,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2770,0,
2016,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,3082,0,
2017,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,3210,0,
2018,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,2953,0,
2019,33220,"Midland, MI Metropolitan Statistical Area",Employment at firms 0-5 years old,3217,0,
2009,33220,"Midland, MI Metropolitan Statistical Area",Jobs,35082.188,0,
2010,33220,"Midland, MI Metropolitan Statistical Area",Jobs,35398.863,0,
2011,33220,"Midland, MI Metropolitan Statistical Area",Jobs,36262.781,0,
2012,33220,"Midland, MI Metropolitan Statistical Area",Jobs,36411.27,0,
2013,33220,"Midland, MI Metropolitan Statistical Area",Jobs,36783.426,0,
2014,33220,"Midland, MI Metropolitan Statistical Area",Jobs,37576.34,0,
2015,33220,"Midland, MI Metropolitan Statistical Area",Jobs,37994.785,0,
2016,33220,"Midland, MI Metropolitan Statistical Area",Jobs,38093.484,0,
2017,33220,"Midland, MI Metropolitan Statistical Area",Jobs,37749.969,0,
2018,33220,"Midland, MI Metropolitan Statistical Area",Jobs,38267,0,
2019,33220,"Midland, MI Metropolitan Statistical Area",Jobs,38398.387,0,
2009,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5320252928,0,
2010,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5376020992,0,
2011,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5455936000,0,
2012,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5189458944,0,
2013,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5078274560,0,
2014,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5006242816,0,
2015,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,4986461696,0,
2016,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,5452292608,0,
2017,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,6156222464,0,
2018,33220,"Midland, MI Metropolitan Statistical Area",Real GDP,6239384576,0,
