year,cbsa,cbsatitle,topmetro,metrosize,indicator,tractlevel,value
2009,43340,"Shreveport-Bossier City, LA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,77359
2009,43380,"Sidney, OH Micropolitan Statistical Area",0,,Median Household Income,top,89369
2009,43420,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",0,,Median Household Income,top,93021
2009,43460,"Sikeston, MO Micropolitan Statistical Area",0,,Median Household Income,top,67142
2009,43500,"Silver City, NM Micropolitan Statistical Area",0,,Median Household Income,top,75414
2009,43580,"Sioux City, IA-NE-SD Metropolitan Statistical Area",0,,Median Household Income,top,89444
2009,43620,"Sioux Falls, SD Metropolitan Statistical Area",1,Midsized,Median Household Income,top,85225
2009,43660,"Snyder, TX Micropolitan Statistical Area",0,,Median Household Income,top,66653
2009,43700,"Somerset, KY Micropolitan Statistical Area",0,,Median Household Income,top,55853
2009,43740,"Somerset, PA Micropolitan Statistical Area",0,,Median Household Income,top,69559
2009,43760,"Sonora, CA Micropolitan Statistical Area",0,,Median Household Income,top,89424
2009,43780,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",1,Midsized,Median Household Income,top,83554
2009,43900,"Spartanburg, SC Metropolitan Statistical Area",1,Midsized,Median Household Income,top,69754
2009,43940,"Spearfish, SD Micropolitan Statistical Area",0,,Median Household Income,top,81880
2009,43980,"Spencer, IA Micropolitan Statistical Area",0,,Median Household Income,top,79741
2009,44020,"Spirit Lake, IA Micropolitan Statistical Area",0,,Median Household Income,top,92888
2009,44060,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",1,Large,Median Household Income,top,86757
2009,44100,"Springfield, IL Metropolitan Statistical Area",0,,Median Household Income,top,111676
2009,44140,"Springfield, MA Metropolitan Statistical Area",1,Large,Median Household Income,top,91180
2009,44180,"Springfield, MO Metropolitan Statistical Area",1,Midsized,Median Household Income,top,73878
2009,44220,"Springfield, OH Metropolitan Statistical Area",0,,Median Household Income,top,94542
2009,44260,"Starkville, MS Micropolitan Statistical Area",0,,Median Household Income,top,47575
2009,44300,"State College, PA Metropolitan Statistical Area",0,,Median Household Income,top,104846
2009,44340,"Statesboro, GA Micropolitan Statistical Area",0,,Median Household Income,top,75896
2009,44420,"Staunton, VA Metropolitan Statistical Area",0,,Median Household Income,top,84953
2009,44460,"Steamboat Springs, CO Micropolitan Statistical Area",0,,Median Household Income,top,112452
2009,44500,"Stephenville, TX Micropolitan Statistical Area",0,,Median Household Income,top,75720
2009,44540,"Sterling, CO Micropolitan Statistical Area",0,,Median Household Income,top,70669
2009,44580,"Sterling, IL Micropolitan Statistical Area",0,,Median Household Income,top,92081
2009,44620,"Stevens Point, WI Micropolitan Statistical Area",0,,Median Household Income,top,94613
2009,44660,"Stillwater, OK Micropolitan Statistical Area",0,,Median Household Income,top,79973
2009,44700,"Stockton, CA Metropolitan Statistical Area",1,Large,Median Household Income,top,101536
2009,44740,"Storm Lake, IA Micropolitan Statistical Area",0,,Median Household Income,top,76391
2009,44780,"Sturgis, MI Micropolitan Statistical Area",0,,Median Household Income,top,77178
2009,44860,"Sulphur Springs, TX Micropolitan Statistical Area",0,,Median Household Income,top,76559
2009,44900,"Summerville, GA Micropolitan Statistical Area",0,,Median Household Income,top,62765
2009,44940,"Sumter, SC Metropolitan Statistical Area",0,,Median Household Income,top,73493
2009,44980,"Sunbury, PA Micropolitan Statistical Area",0,,Median Household Income,top,78913
2009,45000,"Susanville, CA Micropolitan Statistical Area",0,,Median Household Income,top,93175
2009,45020,"Sweetwater, TX Micropolitan Statistical Area",0,,Median Household Income,top,101892
2009,45060,"Syracuse, NY Metropolitan Statistical Area",1,Large,Median Household Income,top,90787
2009,45140,"Tahlequah, OK Micropolitan Statistical Area",0,,Median Household Income,top,56719
2009,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",0,,Median Household Income,top,65149
2009,45220,"Tallahassee, FL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,100373
2009,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",1,Very Large,Median Household Income,top,90134
2009,45340,"Taos, NM Micropolitan Statistical Area",0,,Median Household Income,top,56996
2009,45380,"Taylorville, IL Micropolitan Statistical Area",0,,Median Household Income,top,85269
2009,45460,"Terre Haute, IN Metropolitan Statistical Area",0,,Median Household Income,top,82511
2009,45500,"Texarkana, TX-AR Metropolitan Statistical Area",0,,Median Household Income,top,86789
2009,45520,"The Dalles, OR Micropolitan Statistical Area",0,,Median Household Income,top,83533
2009,45540,"The Villages, FL Metropolitan Statistical Area",0,,Median Household Income,top,79039
2009,45580,"Thomaston, GA Micropolitan Statistical Area",0,,Median Household Income,top,73152
2009,45620,"Thomasville, GA Micropolitan Statistical Area",0,,Median Household Income,top,70933
2009,45660,"Tiffin, OH Micropolitan Statistical Area",0,,Median Household Income,top,83160
2009,45700,"Tifton, GA Micropolitan Statistical Area",0,,Median Household Income,top,86125
2009,45740,"Toccoa, GA Micropolitan Statistical Area",0,,Median Household Income,top,57348
2009,45780,"Toledo, OH Metropolitan Statistical Area",1,Large,Median Household Income,top,86031
2009,45820,"Topeka, KS Metropolitan Statistical Area",0,,Median Household Income,top,102477
2009,45860,"Torrington, CT Micropolitan Statistical Area",0,,Median Household Income,top,124289
2009,45900,"Traverse City, MI Micropolitan Statistical Area",0,,Median Household Income,top,94478
2009,45940,"Trenton-Princeton, NJ Metropolitan Statistical Area",1,Midsized,Median Household Income,top,140981
2009,45980,"Troy, AL Micropolitan Statistical Area",0,,Median Household Income,top,55465
2009,46020,"Truckee-Grass Valley, CA Micropolitan Statistical Area",0,,Median Household Income,top,104416
2009,46060,"Tucson, AZ Metropolitan Statistical Area",1,Very Large,Median Household Income,top,95115
2009,46100,"Tullahoma-Manchester, TN Micropolitan Statistical Area",0,,Median Household Income,top,74203
2009,46140,"Tulsa, OK Metropolitan Statistical Area",1,Large,Median Household Income,top,94037
2009,46180,"Tupelo, MS Micropolitan Statistical Area",0,,Median Household Income,top,68517
2009,46220,"Tuscaloosa, AL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,81859
2009,46300,"Twin Falls, ID Micropolitan Statistical Area",0,,Median Household Income,top,79306
2009,46340,"Tyler, TX Metropolitan Statistical Area",0,,Median Household Income,top,96749
2009,46380,"Ukiah, CA Micropolitan Statistical Area",0,,Median Household Income,top,86013
2009,46420,"Union, SC Micropolitan Statistical Area",0,,Median Household Income,top,55110
2009,46460,"Union City, TN-KY Micropolitan Statistical Area",0,,Median Household Income,top,75890
2009,46500,"Urbana, OH Micropolitan Statistical Area",0,,Median Household Income,top,83173
2009,46520,"Urban Honolulu, HI Metropolitan Statistical Area",1,Large,Median Household Income,top,123060
2009,46540,"Utica-Rome, NY Metropolitan Statistical Area",1,Midsized,Median Household Income,top,74365
2009,46620,"Uvalde, TX Micropolitan Statistical Area",0,,Median Household Income,top,55297
2009,46660,"Valdosta, GA Metropolitan Statistical Area",0,,Median Household Income,top,88295
2009,46700,"Vallejo, CA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,118531
2009,46780,"Van Wert, OH Micropolitan Statistical Area",0,,Median Household Income,top,84009
2009,46820,"Vermillion, SD Micropolitan Statistical Area",0,,Median Household Income,top,87581
2009,46860,"Vernal, UT Micropolitan Statistical Area",0,,Median Household Income,top,90430
2009,46900,"Vernon, TX Micropolitan Statistical Area",0,,Median Household Income,top,72576
2009,46980,"Vicksburg, MS Micropolitan Statistical Area",0,,Median Household Income,top,76906
2009,47020,"Victoria, TX Metropolitan Statistical Area",0,,Median Household Income,top,95400
2009,47080,"Vidalia, GA Micropolitan Statistical Area",0,,Median Household Income,top,60797
2009,47180,"Vincennes, IN Micropolitan Statistical Area",0,,Median Household Income,top,76198
2009,47220,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",0,,Median Household Income,top,96252
2009,47240,"Vineyard Haven, MA Micropolitan Statistical Area",0,,Median Household Income,top,97978
2009,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",1,Very Large,Median Household Income,top,102781
2009,47300,"Visalia, CA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,75934
2009,47340,"Wabash, IN Micropolitan Statistical Area",0,,Median Household Income,top,84377
2009,47380,"Waco, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,top,79492
2009,47420,"Wahpeton, ND-MN Micropolitan Statistical Area",0,,Median Household Income,top,89523
2009,47460,"Walla Walla, WA Metropolitan Statistical Area",0,,Median Household Income,top,97663
2009,47540,"Wapakoneta, OH Micropolitan Statistical Area",0,,Median Household Income,top,97269
2009,47580,"Warner Robins, GA Metropolitan Statistical Area",0,,Median Household Income,top,104791
2009,47620,"Warren, PA Micropolitan Statistical Area",0,,Median Household Income,top,75200
2009,47660,"Warrensburg, MO Micropolitan Statistical Area",0,,Median Household Income,top,83410
2009,47700,"Warsaw, IN Micropolitan Statistical Area",0,,Median Household Income,top,91244
2009,47780,"Washington, IN Micropolitan Statistical Area",0,,Median Household Income,top,85161
2009,47820,"Washington, NC Micropolitan Statistical Area",0,,Median Household Income,top,76641
2009,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",1,Very Large,Median Household Income,top,163543
2009,47920,"Washington Court House, OH Micropolitan Statistical Area",0,,Median Household Income,top,74527
2009,47940,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",0,,Median Household Income,top,88001
2009,47980,"Watertown, SD Micropolitan Statistical Area",0,,Median Household Income,top,87004
2009,48020,"Watertown-Fort Atkinson, WI Micropolitan Statistical Area",0,,Median Household Income,top,101846
2009,48060,"Watertown-Fort Drum, NY Metropolitan Statistical Area",0,,Median Household Income,top,84614
2009,48100,"Wauchula, FL Micropolitan Statistical Area",0,,Median Household Income,top,71027
2009,48140,"Wausau-Weston, WI Metropolitan Statistical Area",0,,Median Household Income,top,96113
2009,48180,"Waycross, GA Micropolitan Statistical Area",0,,Median Household Income,top,62914
2009,48220,"Weatherford, OK Micropolitan Statistical Area",0,,Median Household Income,top,70337
2009,48260,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",0,,Median Household Income,top,75755
2009,48300,"Wenatchee, WA Metropolitan Statistical Area",0,,Median Household Income,top,100634
2009,48460,"West Plains, MO Micropolitan Statistical Area",0,,Median Household Income,top,59784
2009,48500,"West Point, MS Micropolitan Statistical Area",0,,Median Household Income,top,57470
2009,48540,"Wheeling, WV-OH Metropolitan Statistical Area",0,,Median Household Income,top,78461
2009,48580,"Whitewater, WI Micropolitan Statistical Area",0,,Median Household Income,top,101482
2009,48620,"Wichita, KS Metropolitan Statistical Area",1,Large,Median Household Income,top,94501
2009,48660,"Wichita Falls, TX Metropolitan Statistical Area",0,,Median Household Income,top,88617
2009,48700,"Williamsport, PA Metropolitan Statistical Area",0,,Median Household Income,top,82740
2009,48780,"Williston, ND Micropolitan Statistical Area",0,,Median Household Income,top,83840
2009,48820,"Willmar, MN Micropolitan Statistical Area",0,,Median Household Income,top,95607
2009,48900,"Wilmington, NC Metropolitan Statistical Area",1,Midsized,Median Household Income,top,81632
2009,48940,"Wilmington, OH Micropolitan Statistical Area",0,,Median Household Income,top,93990
2009,48980,"Wilson, NC Micropolitan Statistical Area",0,,Median Household Income,top,86292
2009,49020,"Winchester, VA-WV Metropolitan Statistical Area",0,,Median Household Income,top,98532
2009,49060,"Winfield, KS Micropolitan Statistical Area",0,,Median Household Income,top,86391
2009,49080,"Winnemucca, NV Micropolitan Statistical Area",0,,Median Household Income,top,86546
2009,49100,"Winona, MN Micropolitan Statistical Area",0,,Median Household Income,top,86624
2009,49180,"Winston-Salem, NC Metropolitan Statistical Area",1,Large,Median Household Income,top,82760
2009,49220,"Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area",0,,Median Household Income,top,92551
2009,49260,"Woodward, OK Micropolitan Statistical Area",0,,Median Household Income,top,91575
2009,49300,"Wooster, OH Micropolitan Statistical Area",0,,Median Household Income,top,89888
2009,49340,"Worcester, MA-CT Metropolitan Statistical Area",1,Large,Median Household Income,top,113983
2009,49380,"Worthington, MN Micropolitan Statistical Area",0,,Median Household Income,top,69487
2009,49420,"Yakima, WA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,72330
2009,49460,"Yankton, SD Micropolitan Statistical Area",0,,Median Household Income,top,71605
2009,49620,"York-Hanover, PA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,88212
2009,49660,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",1,Large,Median Household Income,top,70799
2009,49700,"Yuba City, CA Metropolitan Statistical Area",0,,Median Household Income,top,105701
2009,49740,"Yuma, AZ Metropolitan Statistical Area",0,,Median Household Income,top,83575
2009,49780,"Zanesville, OH Micropolitan Statistical Area",0,,Median Household Income,top,76045
2009,49820,"Zapata, TX Micropolitan Statistical Area",0,,Median Household Income,top,24876
2009,10100,"Aberdeen, SD Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.22221
2009,10140,"Aberdeen, WA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.230465
2009,10180,"Abilene, TX Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.173591
2009,10220,"Ada, OK Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.189947
2009,10300,"Adrian, MI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.23664
2009,10420,"Akron, OH Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.214916
2009,10460,"Alamogordo, NM Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.19807
2009,10500,"Albany, GA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.193026
2009,10540,"Albany-Lebanon, OR Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.215011
2009,10580,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.220107
2009,10620,"Albemarle, NC Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.206497
2009,10660,"Albert Lea, MN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.220484
2009,10700,"Albertville, AL Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.216544
2009,10740,"Albuquerque, NM Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.205918
2009,10760,"Alexander City, AL Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.19421
2009,10780,"Alexandria, LA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.188706
2009,10820,"Alexandria, MN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.227909
2009,10860,"Alice, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.219001
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.226014
2009,10940,"Alma, MI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.221213
2009,10980,"Alpena, MI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.233323
2009,11020,"Altoona, PA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.236912
2009,11060,"Altus, OK Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.192211
2009,11100,"Amarillo, TX Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.194091
2009,11140,"Americus, GA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.208034
2009,11180,"Ames, IA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.1588
2009,11220,"Amsterdam, NY Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.23872
2009,11260,"Anchorage, AK Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.216699
2009,11380,"Andrews, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.251135
2009,11420,"Angola, IN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.208332
2009,11460,"Ann Arbor, MI Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.201363
2009,11500,"Anniston-Oxford, AL Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.206338
2009,11540,"Appleton, WI Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.214304
2009,11580,"Arcadia, FL Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.177916
2009,11620,"Ardmore, OK Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.204902
2009,11660,"Arkadelphia, AR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.132145
2009,11700,"Asheville, NC Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.225424
2009,11740,"Ashland, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.236422
2009,11780,"Ashtabula, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.234112
2009,11820,"Astoria, OR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.207599
2009,11860,"Atchison, KS Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.200367
2009,11900,"Athens, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.11498
2009,11940,"Athens, TN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.236584
2009,11980,"Athens, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.226886
2009,12020,"Athens-Clarke County, GA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.176235
2009,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",1,Very Large,Relative Income Poverty Rate,top,0.191929
2009,12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.201401
2009,12140,"Auburn, IN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.249366
2009,12180,"Auburn, NY Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.227779
2009,12220,"Auburn-Opelika, AL Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.166614
2009,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.209474
2009,12300,"Augusta-Waterville, ME Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.214685
2009,12380,"Austin, MN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.228815
2009,12420,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area ",1,Very Large,Relative Income Poverty Rate,top,0.183353
2009,12460,"Bainbridge, GA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.195104
2009,12540,"Bakersfield, CA Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.187244
2009,12580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",1,Very Large,Relative Income Poverty Rate,top,0.210528
2009,12620,"Bangor, ME Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.197999
2009,12660,"Baraboo, WI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.223857
2009,12680,"Bardstown, KY Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.026277
2009,12700,"Barnstable Town, MA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.222477
2009,12740,"Barre, VT Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.204698
2009,12780,"Bartlesville, OK Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.223
2009,12860,"Batavia, NY Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.236486
2009,12900,"Batesville, AR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.196692
2009,12940,"Baton Rouge, LA Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.208815
2009,12980,"Battle Creek, MI Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.225584
2009,13020,"Bay City, MI Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.232201
2009,13060,"Bay City, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.240175
2009,13100,"Beatrice, NE Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.238053
2009,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.219059
2009,13180,"Beaver Dam, WI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.24005
2009,13220,"Beckley, WV Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.203232
2009,13260,"Bedford, IN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.241692
2009,13300,"Beeville, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.206599
2009,13340,"Bellefontaine, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.244344
2009,13380,"Bellingham, WA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.200119
2009,13420,"Bemidji, MN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.19723
2009,13460,"Bend, OR Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.224679
2009,13500,"Bennettsville, SC Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.21283
2009,13540,"Bennington, VT Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.257464
2009,13620,"Berlin, NH-VT Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.238501
2009,13660,"Big Rapids, MI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.155024
2009,13700,"Big Spring, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.19259
2009,13720,"Big Stone Gap, VA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.000492
2009,13740,"Billings, MT Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.228215
2009,13780,"Binghamton, NY Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.210353
2009,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",1,Very Large,Relative Income Poverty Rate,top,0.196103
2009,13900,"Bismarck, ND Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.213305
2009,13940,"Blackfoot, ID Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.268439
2009,13980,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.145794
2009,14010,"Bloomington, IL Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.035876
2009,14020,"Bloomington, IN Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.181941
2009,14100,"Bloomsburg-Berwick, PA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.198589
2009,14140,"Bluefield, WV-VA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.214438
2009,14160,"Bluffton, IN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.006526
2009,14180,"Blytheville, AR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.190551
2009,14220,"Bogalusa, LA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.225239
2009,14260,"Boise City, ID Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.214649
2009,14300,"Bonham, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.201671
2009,14380,"Boone, NC Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.115456
2009,14420,"Borger, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.243182
2009,14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",1,Very Large,Relative Income Poverty Rate,top,0.219216
2009,14500,"Boulder, CO Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.239146
2009,14540,"Bowling Green, KY Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.20833
2009,14580,"Bozeman, MT Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.206951
2009,14620,"Bradford, PA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.221841
2009,14660,"Brainerd, MN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.243255
2009,14700,"Branson, MO Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.202578
2009,14720,"Breckenridge, CO Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.004114
2009,14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area ",1,Midsized,Relative Income Poverty Rate,top,0.240871
2009,14780,"Brenham, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.227437
2009,14820,"Brevard, NC Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.220615
2009,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.21285
2009,15020,"Brookhaven, MS Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.260175
2009,15060,"Brookings, OR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.206978
2009,15100,"Brookings, SD Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.214724
2009,15140,"Brownsville, TN Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.168751
2009,15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.154163
2009,15220,"Brownwood, TX Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.219082
2009,15260,"Brunswick, GA Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.20483
2009,15340,"Bucyrus-Galion, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.212443
2009,15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",1,Very Large,Relative Income Poverty Rate,top,0.230483
2009,15420,"Burley, ID Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.265593
2009,15460,"Burlington, IA-IL Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.21189
2009,15500,"Burlington, NC Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.210631
2009,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.213849
2009,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.210291
2009,15620,"Cadillac, MI Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.238395
2009,15660,"Calhoun, GA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.222848
2009,15680,"California-Lexington Park, MD Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.019727
2009,15700,"Cambridge, MD Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.197497
2009,15740,"Cambridge, OH Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.250221
2009,15780,"Camden, AR Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.229588
2009,15820,"Campbellsville, KY Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.21475
2009,15860,"Ca켹n City, CO Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.214268
2009,15940,"Canton-Massillon, OH Metropolitan Statistical Area",1,Midsized,Relative Income Poverty Rate,top,0.238055
2009,15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",1,Large,Relative Income Poverty Rate,top,0.208975
2009,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.216908
2009,16060,"Carbondale-Marion, IL Metropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.154017
2009,16100,"Carlsbad-Artesia, NM Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.236019
2009,16140,"Carroll, IA Micropolitan Statistical Area",0,,Relative Income Poverty Rate,top,0.019582
