year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2018-2019,27220,"Jackson, WY-ID Micropolitan Statistical Area",Percent Change in Jobs,.026548283,0,,,
2009-2019,27260,"Jacksonville, FL Metropolitan Statistical Area",Percent Change in Jobs,.20885038,1,Very Large,43,21
2014-2019,27260,"Jacksonville, FL Metropolitan Statistical Area",Percent Change in Jobs,.15061155,1,Very Large,26,10
2018-2019,27260,"Jacksonville, FL Metropolitan Statistical Area",Percent Change in Jobs,.0208239,1,Very Large,49,17
2009-2019,27300,"Jacksonville, IL Micropolitan Statistical Area",Percent Change in Jobs,-.077042401,0,,,
2014-2019,27300,"Jacksonville, IL Micropolitan Statistical Area",Percent Change in Jobs,-.021599287,0,,,
2018-2019,27300,"Jacksonville, IL Micropolitan Statistical Area",Percent Change in Jobs,.018259989,0,,,
2009-2019,27340,"Jacksonville, NC Metropolitan Statistical Area",Percent Change in Jobs,-.016197264,0,,,
2014-2019,27340,"Jacksonville, NC Metropolitan Statistical Area",Percent Change in Jobs,.010564571,0,,,
2018-2019,27340,"Jacksonville, NC Metropolitan Statistical Area",Percent Change in Jobs,.0094382949,0,,,
2009-2019,27380,"Jacksonville, TX Micropolitan Statistical Area",Percent Change in Jobs,-.0015783811,0,,,
2014-2019,27380,"Jacksonville, TX Micropolitan Statistical Area",Percent Change in Jobs,-.012639271,0,,,
2018-2019,27380,"Jacksonville, TX Micropolitan Statistical Area",Percent Change in Jobs,.010752143,0,,,
2009-2019,27420,"Jamestown, ND Micropolitan Statistical Area",Percent Change in Jobs,-.007786795,0,,,
2014-2019,27420,"Jamestown, ND Micropolitan Statistical Area",Percent Change in Jobs,-.033885252,0,,,
2018-2019,27420,"Jamestown, ND Micropolitan Statistical Area",Percent Change in Jobs,-.017948831,0,,,
2009-2019,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",Percent Change in Jobs,-.074324504,0,,,
2014-2019,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",Percent Change in Jobs,-.021913515,0,,,
2018-2019,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",Percent Change in Jobs,-.000062799998,0,,,
2009-2019,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",Percent Change in Jobs,.13682839,0,,,
2014-2019,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",Percent Change in Jobs,.080834754,0,,,
2018-2019,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",Percent Change in Jobs,.010190798,0,,,
2009-2019,27530,"Jasper, AL Micropolitan Statistical Area",Percent Change in Jobs,-.00109679,0,,,
2014-2019,27530,"Jasper, AL Micropolitan Statistical Area",Percent Change in Jobs,-.0069240839,0,,,
2018-2019,27530,"Jasper, AL Micropolitan Statistical Area",Percent Change in Jobs,.00564584,0,,,
2009-2019,27540,"Jasper, IN Micropolitan Statistical Area",Percent Change in Jobs,.071648777,0,,,
2014-2019,27540,"Jasper, IN Micropolitan Statistical Area",Percent Change in Jobs,.031244362,0,,,
2018-2019,27540,"Jasper, IN Micropolitan Statistical Area",Percent Change in Jobs,-.001369226,0,,,
2009-2019,27600,"Jefferson, GA Micropolitan Statistical Area",Percent Change in Jobs,.70346075,0,,,
2014-2019,27600,"Jefferson, GA Micropolitan Statistical Area",Percent Change in Jobs,.41100922,0,,,
2018-2019,27600,"Jefferson, GA Micropolitan Statistical Area",Percent Change in Jobs,.041077822,0,,,
2009-2019,27620,"Jefferson City, MO Metropolitan Statistical Area",Percent Change in Jobs,.015566511,0,,,
2014-2019,27620,"Jefferson City, MO Metropolitan Statistical Area",Percent Change in Jobs,.045158111,0,,,
2018-2019,27620,"Jefferson City, MO Metropolitan Statistical Area",Percent Change in Jobs,.012840503,0,,,
2009-2019,27660,"Jennings, LA Micropolitan Statistical Area",Percent Change in Jobs,-.04607778,0,,,
2014-2019,27660,"Jennings, LA Micropolitan Statistical Area",Percent Change in Jobs,-.064868994,0,,,
2018-2019,27660,"Jennings, LA Micropolitan Statistical Area",Percent Change in Jobs,-.001181273,0,,,
2009-2019,27700,"Jesup, GA Micropolitan Statistical Area",Percent Change in Jobs,-.016297447,0,,,
2014-2019,27700,"Jesup, GA Micropolitan Statistical Area",Percent Change in Jobs,.011599619,0,,,
2018-2019,27700,"Jesup, GA Micropolitan Statistical Area",Percent Change in Jobs,.022551997,0,,,
2009-2019,27740,"Johnson City, TN Metropolitan Statistical Area",Percent Change in Jobs,.07209684,0,,,
2014-2019,27740,"Johnson City, TN Metropolitan Statistical Area",Percent Change in Jobs,.055084664,0,,,
2018-2019,27740,"Johnson City, TN Metropolitan Statistical Area",Percent Change in Jobs,.00086965301,0,,,
2009-2019,27780,"Johnstown, PA Metropolitan Statistical Area",Percent Change in Jobs,-.11079668,0,,,
2014-2019,27780,"Johnstown, PA Metropolitan Statistical Area",Percent Change in Jobs,-.063485228,0,,,
2018-2019,27780,"Johnstown, PA Metropolitan Statistical Area",Percent Change in Jobs,-.0058073411,0,,,
2009-2019,27860,"Jonesboro, AR Metropolitan Statistical Area",Percent Change in Jobs,.21519545,0,,,
2014-2019,27860,"Jonesboro, AR Metropolitan Statistical Area",Percent Change in Jobs,.12070666,0,,,
2018-2019,27860,"Jonesboro, AR Metropolitan Statistical Area",Percent Change in Jobs,.018270237,0,,,
2009-2019,27900,"Joplin, MO Metropolitan Statistical Area",Percent Change in Jobs,.026853912,0,,,
2014-2019,27900,"Joplin, MO Metropolitan Statistical Area",Percent Change in Jobs,.028984837,0,,,
2018-2019,27900,"Joplin, MO Metropolitan Statistical Area",Percent Change in Jobs,.0092215389,0,,,
2009-2019,27940,"Juneau, AK Micropolitan Statistical Area",Percent Change in Jobs,.027975103,0,,,
2014-2019,27940,"Juneau, AK Micropolitan Statistical Area",Percent Change in Jobs,.0050415262,0,,,
2018-2019,27940,"Juneau, AK Micropolitan Statistical Area",Percent Change in Jobs,.013899265,0,,,
2009-2019,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",Percent Change in Jobs,.20131789,0,,,
2014-2019,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",Percent Change in Jobs,.11064841,0,,,
2018-2019,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",Percent Change in Jobs,.03290794,0,,,
2009-2019,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",Percent Change in Jobs,.10377663,1,Midsized,114,42
2014-2019,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",Percent Change in Jobs,.067651123,1,Midsized,106,41
2018-2019,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",Percent Change in Jobs,.0095771514,1,Midsized,116,43
2009-2019,28060,"Kalispell, MT Micropolitan Statistical Area",Percent Change in Jobs,.17731556,0,,,
2014-2019,28060,"Kalispell, MT Micropolitan Statistical Area",Percent Change in Jobs,.12524126,0,,,
2018-2019,28060,"Kalispell, MT Micropolitan Statistical Area",Percent Change in Jobs,.0041550151,0,,,
2009-2019,28100,"Kankakee, IL Metropolitan Statistical Area",Percent Change in Jobs,.079941608,0,,,
2014-2019,28100,"Kankakee, IL Metropolitan Statistical Area",Percent Change in Jobs,.0468545,0,,,
2018-2019,28100,"Kankakee, IL Metropolitan Statistical Area",Percent Change in Jobs,.0097593851,0,,,
2009-2019,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Percent Change in Jobs,.11738321,1,Very Large,104,34
2014-2019,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Percent Change in Jobs,.073986575,1,Very Large,98,32
2018-2019,28140,"Kansas City, MO-KS Metropolitan Statistical Area",Percent Change in Jobs,.0084202997,1,Very Large,126,40
2009-2019,28180,"Kapaa, HI Micropolitan Statistical Area",Percent Change in Jobs,.19992408,0,,,
2014-2019,28180,"Kapaa, HI Micropolitan Statistical Area",Percent Change in Jobs,.13042586,0,,,
2018-2019,28180,"Kapaa, HI Micropolitan Statistical Area",Percent Change in Jobs,.04482599,0,,,
2009-2019,28260,"Kearney, NE Micropolitan Statistical Area",Percent Change in Jobs,.084417015,0,,,
2014-2019,28260,"Kearney, NE Micropolitan Statistical Area",Percent Change in Jobs,.015989872,0,,,
2018-2019,28260,"Kearney, NE Micropolitan Statistical Area",Percent Change in Jobs,-.005018923,0,,,
2009-2019,28300,"Keene, NH Micropolitan Statistical Area",Percent Change in Jobs,-.034398016,0,,,
2014-2019,28300,"Keene, NH Micropolitan Statistical Area",Percent Change in Jobs,-.0098089138,0,,,
2018-2019,28300,"Keene, NH Micropolitan Statistical Area",Percent Change in Jobs,.002372399,0,,,
2009-2019,28340,"Kendallville, IN Micropolitan Statistical Area",Percent Change in Jobs,.19114853,0,,,
2014-2019,28340,"Kendallville, IN Micropolitan Statistical Area",Percent Change in Jobs,.017161204,0,,,
2018-2019,28340,"Kendallville, IN Micropolitan Statistical Area",Percent Change in Jobs,.0044511259,0,,,
2009-2019,28380,"Kennett, MO Micropolitan Statistical Area",Percent Change in Jobs,-.10038891,0,,,
2014-2019,28380,"Kennett, MO Micropolitan Statistical Area",Percent Change in Jobs,-.11166915,0,,,
2018-2019,28380,"Kennett, MO Micropolitan Statistical Area",Percent Change in Jobs,-.034154288,0,,,
2009-2019,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",Percent Change in Jobs,.20268685,1,Midsized,46,13
2014-2019,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",Percent Change in Jobs,.13011648,1,Midsized,40,12
2018-2019,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",Percent Change in Jobs,.019138644,1,Midsized,61,22
2009-2019,28500,"Kerrville, TX Micropolitan Statistical Area",Percent Change in Jobs,.062589221,0,,,
2014-2019,28500,"Kerrville, TX Micropolitan Statistical Area",Percent Change in Jobs,.050692745,0,,,
2018-2019,28500,"Kerrville, TX Micropolitan Statistical Area",Percent Change in Jobs,.028948342,0,,,
2009-2019,28540,"Ketchikan, AK Micropolitan Statistical Area",Percent Change in Jobs,.018238325,0,,,
2014-2019,28540,"Ketchikan, AK Micropolitan Statistical Area",Percent Change in Jobs,-.012947147,0,,,
2018-2019,28540,"Ketchikan, AK Micropolitan Statistical Area",Percent Change in Jobs,-.0028331529,0,,,
2009-2019,28580,"Key West, FL Micropolitan Statistical Area",Percent Change in Jobs,.20674923,0,,,
2014-2019,28580,"Key West, FL Micropolitan Statistical Area",Percent Change in Jobs,.080298126,0,,,
2018-2019,28580,"Key West, FL Micropolitan Statistical Area",Percent Change in Jobs,.038414255,0,,,
2009-2019,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",Percent Change in Jobs,.063539937,0,,,
2014-2019,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",Percent Change in Jobs,.033576325,0,,,
2018-2019,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",Percent Change in Jobs,.011961984,0,,,
2009-2019,28660,"Killeen-Temple, TX Metropolitan Statistical Area",Percent Change in Jobs,-.006813094,1,Midsized,181,72
2014-2019,28660,"Killeen-Temple, TX Metropolitan Statistical Area",Percent Change in Jobs,.029015111,1,Midsized,152,55
2018-2019,28660,"Killeen-Temple, TX Metropolitan Statistical Area",Percent Change in Jobs,.0049947668,1,Midsized,148,55
2009-2019,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",Percent Change in Jobs,.0052586268,1,Midsized,178,70
2014-2019,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",Percent Change in Jobs,.001326126,1,Midsized,178,70
2018-2019,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",Percent Change in Jobs,-.0070848269,1,Midsized,186,78
2009-2019,28740,"Kingston, NY Metropolitan Statistical Area",Percent Change in Jobs,.026193999,0,,,
2014-2019,28740,"Kingston, NY Metropolitan Statistical Area",Percent Change in Jobs,.030765312,0,,,
2018-2019,28740,"Kingston, NY Metropolitan Statistical Area",Percent Change in Jobs,-.0072305501,0,,,
2009-2019,28780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,.88077366,0,,,
2009-2019,28780,"Kingsville, TX Micropolitan Statistical Area",Percent Change in Jobs,.88077366,0,,,
2014-2019,28780,"Kingsville, TX Micropolitan Statistical Area",Percent Change in Jobs,.80131656,0,,,
2014-2019,28780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,.80131656,0,,,
2018-2019,28780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,1.0517778,0,,,
2018-2019,28780,"Kingsville, TX Micropolitan Statistical Area",Percent Change in Jobs,1.0517778,0,,,
2009-2019,28820,"Kinston, NC Micropolitan Statistical Area",Percent Change in Jobs,.11244884,0,,,
2014-2019,28820,"Kinston, NC Micropolitan Statistical Area",Percent Change in Jobs,.033536959,0,,,
2018-2019,28820,"Kinston, NC Micropolitan Statistical Area",Percent Change in Jobs,.0043517561,0,,,
2009-2019,28860,"Kirksville, MO Micropolitan Statistical Area",Percent Change in Jobs,-.016143568,0,,,
2014-2019,28860,"Kirksville, MO Micropolitan Statistical Area",Percent Change in Jobs,.044532757,0,,,
2018-2019,28860,"Kirksville, MO Micropolitan Statistical Area",Percent Change in Jobs,-.02599852,0,,,
2009-2019,28900,"Klamath Falls, OR Micropolitan Statistical Area",Percent Change in Jobs,.041056708,0,,,
2014-2019,28900,"Klamath Falls, OR Micropolitan Statistical Area",Percent Change in Jobs,.066821754,0,,,
2018-2019,28900,"Klamath Falls, OR Micropolitan Statistical Area",Percent Change in Jobs,.000423071,0,,,
2009-2019,28940,"Knoxville, TN Metropolitan Statistical Area",Percent Change in Jobs,.12524197,1,Large,100,30
2014-2019,28940,"Knoxville, TN Metropolitan Statistical Area",Percent Change in Jobs,.078873344,1,Large,88,25
2018-2019,28940,"Knoxville, TN Metropolitan Statistical Area",Percent Change in Jobs,.013003901,1,Large,95,30
2009-2019,29020,"Kokomo, IN Metropolitan Statistical Area",Percent Change in Jobs,.13974455,0,,,
2014-2019,29020,"Kokomo, IN Metropolitan Statistical Area",Percent Change in Jobs,-.0042510289,0,,,
2018-2019,29020,"Kokomo, IN Metropolitan Statistical Area",Percent Change in Jobs,-.022749396,0,,,
2009-2019,29060,"Laconia, NH Micropolitan Statistical Area",Percent Change in Jobs,.012395362,0,,,
2014-2019,29060,"Laconia, NH Micropolitan Statistical Area",Percent Change in Jobs,.02209579,0,,,
2018-2019,29060,"Laconia, NH Micropolitan Statistical Area",Percent Change in Jobs,.0069256881,0,,,
2009-2019,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",Percent Change in Jobs,.073364124,0,,,
2014-2019,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",Percent Change in Jobs,.024805045,0,,,
2018-2019,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",Percent Change in Jobs,-.0044932491,0,,,
2009-2019,29180,"Lafayette, LA Metropolitan Statistical Area",Percent Change in Jobs,-.03277706,1,Midsized,187,77
2014-2019,29180,"Lafayette, LA Metropolitan Statistical Area",Percent Change in Jobs,-.090296529,1,Midsized,192,82
2018-2019,29180,"Lafayette, LA Metropolitan Statistical Area",Percent Change in Jobs,.0039722142,1,Midsized,154,59
2009-2019,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",Percent Change in Jobs,.17299388,0,,,
2014-2019,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",Percent Change in Jobs,.062449802,0,,,
2018-2019,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",Percent Change in Jobs,.0087743755,0,,,
2009-2019,29260,"La Grande, OR Micropolitan Statistical Area",Percent Change in Jobs,.03020677,0,,,
2014-2019,29260,"La Grande, OR Micropolitan Statistical Area",Percent Change in Jobs,.059984542,0,,,
2018-2019,29260,"La Grande, OR Micropolitan Statistical Area",Percent Change in Jobs,.010520181,0,,,
2009-2019,29300,"LaGrange, GA Micropolitan Statistical Area",Percent Change in Jobs,.30962127,0,,,
2014-2019,29300,"LaGrange, GA Micropolitan Statistical Area",Percent Change in Jobs,.065525763,0,,,
2018-2019,29300,"LaGrange, GA Micropolitan Statistical Area",Percent Change in Jobs,.032322641,0,,,
2009-2019,29340,"Lake Charles, LA Metropolitan Statistical Area",Percent Change in Jobs,.26211685,0,,,
2014-2019,29340,"Lake Charles, LA Metropolitan Statistical Area",Percent Change in Jobs,.16991593,0,,,
2018-2019,29340,"Lake Charles, LA Metropolitan Statistical Area",Percent Change in Jobs,-.023944754,0,,,
2009-2019,29380,"Lake City, FL Micropolitan Statistical Area",Percent Change in Jobs,.13178034,0,,,
2014-2019,29380,"Lake City, FL Micropolitan Statistical Area",Percent Change in Jobs,.11592149,0,,,
2018-2019,29380,"Lake City, FL Micropolitan Statistical Area",Percent Change in Jobs,.023244938,0,,,
2009-2019,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",Percent Change in Jobs,.11398984,0,,,
2014-2019,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",Percent Change in Jobs,.11967432,0,,,
2018-2019,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",Percent Change in Jobs,.017904133,0,,,
2009-2019,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",Percent Change in Jobs,.19039457,1,Large,53,16
2014-2019,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",Percent Change in Jobs,.15020719,1,Large,27,9
2018-2019,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",Percent Change in Jobs,.0331496,1,Large,9,4
2009-2019,29500,"Lamesa, TX Micropolitan Statistical Area",Percent Change in Jobs,-.011813933,0,,,
2014-2019,29500,"Lamesa, TX Micropolitan Statistical Area",Percent Change in Jobs,-.016111687,0,,,
2018-2019,29500,"Lamesa, TX Micropolitan Statistical Area",Percent Change in Jobs,.018123435,0,,,
2009-2019,29540,"Lancaster, PA Metropolitan Statistical Area",Percent Change in Jobs,.12390509,1,Large,102,31
2014-2019,29540,"Lancaster, PA Metropolitan Statistical Area",Percent Change in Jobs,.07515756,1,Large,95,28
2018-2019,29540,"Lancaster, PA Metropolitan Statistical Area",Percent Change in Jobs,.011517689,1,Large,107,36
2009-2019,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Percent Change in Jobs,.075431183,1,Large,136,40
2014-2019,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Percent Change in Jobs,.042417265,1,Large,136,42
2018-2019,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",Percent Change in Jobs,.0050606988,1,Large,147,46
2009-2019,29660,"Laramie, WY Micropolitan Statistical Area",Percent Change in Jobs,.026622638,0,,,
2014-2019,29660,"Laramie, WY Micropolitan Statistical Area",Percent Change in Jobs,.010356911,0,,,
2018-2019,29660,"Laramie, WY Micropolitan Statistical Area",Percent Change in Jobs,.0073201838,0,,,
2009-2019,29700,"Laredo, TX Metropolitan Statistical Area",Percent Change in Jobs,.2125593,1,Midsized,42,12
2014-2019,29700,"Laredo, TX Metropolitan Statistical Area",Percent Change in Jobs,.095375679,1,Midsized,68,26
2018-2019,29700,"Laredo, TX Metropolitan Statistical Area",Percent Change in Jobs,.026191652,1,Midsized,24,9
2009-2019,29740,"Las Cruces, NM Metropolitan Statistical Area",Percent Change in Jobs,.068392307,0,,,
2014-2019,29740,"Las Cruces, NM Metropolitan Statistical Area",Percent Change in Jobs,.03101779,0,,,
2018-2019,29740,"Las Cruces, NM Metropolitan Statistical Area",Percent Change in Jobs,.0079958402,0,,,
2009-2019,29780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,-.051186327,0,,,
2014-2019,29780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,-.023829689,0,,,
2018-2019,29780,"Las Vegas, NM Micropolitan Statistical Area",Percent Change in Jobs,-.01141393,0,,,
2009-2019,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",Percent Change in Jobs,.24770066,1,Very Large,28,15
2014-2019,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",Percent Change in Jobs,.17225851,1,Very Large,16,6
2018-2019,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",Percent Change in Jobs,.029694878,1,Very Large,12,4
2009-2019,29860,"Laurel, MS Micropolitan Statistical Area",Percent Change in Jobs,-.0063460651,0,,,
2014-2019,29860,"Laurel, MS Micropolitan Statistical Area",Percent Change in Jobs,-.0065706559,0,,,
2018-2019,29860,"Laurel, MS Micropolitan Statistical Area",Percent Change in Jobs,.027880622,0,,,
2009-2019,29900,"Laurinburg, NC Micropolitan Statistical Area",Percent Change in Jobs,-.063436195,0,,,
2014-2019,29900,"Laurinburg, NC Micropolitan Statistical Area",Percent Change in Jobs,.014172207,0,,,
2018-2019,29900,"Laurinburg, NC Micropolitan Statistical Area",Percent Change in Jobs,.015391083,0,,,
2009-2019,29940,"Lawrence, KS Metropolitan Statistical Area",Percent Change in Jobs,.13047902,0,,,
2014-2019,29940,"Lawrence, KS Metropolitan Statistical Area",Percent Change in Jobs,.10890794,0,,,
2018-2019,29940,"Lawrence, KS Metropolitan Statistical Area",Percent Change in Jobs,.01338797,0,,,
2009-2019,29980,"Lawrenceburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.13414131,0,,,
2014-2019,29980,"Lawrenceburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.11414005,0,,,
2018-2019,29980,"Lawrenceburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.048118886,0,,,
2009-2019,30020,"Lawton, OK Metropolitan Statistical Area",Percent Change in Jobs,-.016490979,0,,,
2014-2019,30020,"Lawton, OK Metropolitan Statistical Area",Percent Change in Jobs,.001426947,0,,,
2018-2019,30020,"Lawton, OK Metropolitan Statistical Area",Percent Change in Jobs,.0011616769,0,,,
2009-2019,30060,"Lebanon, MO Micropolitan Statistical Area",Percent Change in Jobs,.17047381,0,,,
2014-2019,30060,"Lebanon, MO Micropolitan Statistical Area",Percent Change in Jobs,.10215607,0,,,
2018-2019,30060,"Lebanon, MO Micropolitan Statistical Area",Percent Change in Jobs,.00036110301,0,,,
2009-2019,30100,"Lebanon, NH-VT Micropolitan Statistical Area",Percent Change in Jobs,-.014409333,0,,,
2014-2019,30100,"Lebanon, NH-VT Micropolitan Statistical Area",Percent Change in Jobs,.036598485,0,,,
2018-2019,30100,"Lebanon, NH-VT Micropolitan Statistical Area",Percent Change in Jobs,.00057416398,0,,,
2009-2019,30140,"Lebanon, PA Metropolitan Statistical Area",Percent Change in Jobs,.1091716,0,,,
2014-2019,30140,"Lebanon, PA Metropolitan Statistical Area",Percent Change in Jobs,.056428418,0,,,
2018-2019,30140,"Lebanon, PA Metropolitan Statistical Area",Percent Change in Jobs,.021160649,0,,,
2009-2019,30220,"Levelland, TX Micropolitan Statistical Area",Percent Change in Jobs,.12670583,0,,,
2014-2019,30220,"Levelland, TX Micropolitan Statistical Area",Percent Change in Jobs,-.078441381,0,,,
2018-2019,30220,"Levelland, TX Micropolitan Statistical Area",Percent Change in Jobs,-.018101562,0,,,
2009-2019,30260,"Lewisburg, PA Micropolitan Statistical Area",Percent Change in Jobs,.084205419,0,,,
2014-2019,30260,"Lewisburg, PA Micropolitan Statistical Area",Percent Change in Jobs,.045969486,0,,,
2018-2019,30260,"Lewisburg, PA Micropolitan Statistical Area",Percent Change in Jobs,-.0089813322,0,,,
2009-2019,30280,"Lewisburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.33316496,0,,,
2014-2019,30280,"Lewisburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.23184833,0,,,
2018-2019,30280,"Lewisburg, TN Micropolitan Statistical Area",Percent Change in Jobs,.0021161491,0,,,
2009-2019,30300,"Lewiston, ID-WA Metropolitan Statistical Area",Percent Change in Jobs,.066052914,0,,,
2014-2019,30300,"Lewiston, ID-WA Metropolitan Statistical Area",Percent Change in Jobs,.03476315,0,,,
2018-2019,30300,"Lewiston, ID-WA Metropolitan Statistical Area",Percent Change in Jobs,-.000381775,0,,,
2009-2019,30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",Percent Change in Jobs,.049651176,0,,,
2014-2019,30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",Percent Change in Jobs,.019817026,0,,,
2018-2019,30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",Percent Change in Jobs,.0069913059,0,,,
2009-2019,30380,"Lewistown, PA Micropolitan Statistical Area",Percent Change in Jobs,.088887244,0,,,
2014-2019,30380,"Lewistown, PA Micropolitan Statistical Area",Percent Change in Jobs,.039622143,0,,,
2018-2019,30380,"Lewistown, PA Micropolitan Statistical Area",Percent Change in Jobs,.019026812,0,,,
2009-2019,30420,"Lexington, NE Micropolitan Statistical Area",Percent Change in Jobs,.016174817,0,,,
2014-2019,30420,"Lexington, NE Micropolitan Statistical Area",Percent Change in Jobs,-.011204911,0,,,
2018-2019,30420,"Lexington, NE Micropolitan Statistical Area",Percent Change in Jobs,.0045353291,0,,,
2009-2019,30460,"Lexington-Fayette, KY Metropolitan Statistical Area",Percent Change in Jobs,.15212625,1,Large,82,23
2014-2019,30460,"Lexington-Fayette, KY Metropolitan Statistical Area",Percent Change in Jobs,.056899298,1,Large,123,37
2018-2019,30460,"Lexington-Fayette, KY Metropolitan Statistical Area",Percent Change in Jobs,.0089820493,1,Large,121,38
2009-2019,30580,"Liberal, KS Micropolitan Statistical Area",Percent Change in Jobs,-.083005279,0,,,
2014-2019,30580,"Liberal, KS Micropolitan Statistical Area",Percent Change in Jobs,-.13066731,0,,,
2018-2019,30580,"Liberal, KS Micropolitan Statistical Area",Percent Change in Jobs,.00040052299,0,,,
2009-2019,30620,"Lima, OH Metropolitan Statistical Area",Percent Change in Jobs,-.0032867021,0,,,
2014-2019,30620,"Lima, OH Metropolitan Statistical Area",Percent Change in Jobs,.00033269901,0,,,
2018-2019,30620,"Lima, OH Metropolitan Statistical Area",Percent Change in Jobs,-.012975934,0,,,
2009-2019,30660,"Lincoln, IL Micropolitan Statistical Area",Percent Change in Jobs,.043329589,0,,,
2014-2019,30660,"Lincoln, IL Micropolitan Statistical Area",Percent Change in Jobs,-.00095771102,0,,,
2018-2019,30660,"Lincoln, IL Micropolitan Statistical Area",Percent Change in Jobs,-.018602954,0,,,
2009-2019,30700,"Lincoln, NE Metropolitan Statistical Area",Percent Change in Jobs,.1275087,1,Midsized,97,37
2014-2019,30700,"Lincoln, NE Metropolitan Statistical Area",Percent Change in Jobs,.060828879,1,Midsized,118,44
2018-2019,30700,"Lincoln, NE Metropolitan Statistical Area",Percent Change in Jobs,.0093687149,1,Midsized,117,44
2009-2019,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Percent Change in Jobs,.043537281,1,Large,165,53
2014-2019,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Percent Change in Jobs,.034362283,1,Large,142,46
2018-2019,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",Percent Change in Jobs,.003234602,1,Large,158,49
2009-2019,30820,"Lock Haven, PA Micropolitan Statistical Area",Percent Change in Jobs,.050235365,0,,,
2014-2019,30820,"Lock Haven, PA Micropolitan Statistical Area",Percent Change in Jobs,.022111151,0,,,
2018-2019,30820,"Lock Haven, PA Micropolitan Statistical Area",Percent Change in Jobs,-.0028653741,0,,,
2009-2019,30860,"Logan, UT-ID Metropolitan Statistical Area",Percent Change in Jobs,.24131627,0,,,
2014-2019,30860,"Logan, UT-ID Metropolitan Statistical Area",Percent Change in Jobs,.13710077,0,,,
2018-2019,30860,"Logan, UT-ID Metropolitan Statistical Area",Percent Change in Jobs,.026967991,0,,,
2009-2019,30900,"Logansport, IN Micropolitan Statistical Area",Percent Change in Jobs,.0066248812,0,,,
